project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
homebrew-cask,17121,0,0.48,0,0.01,0,0,0,0,0
homebrew-cask,32621,0,0.84,1,0,0,1,2,2,0
homebrew-cask,16484,0,0.48,0,0.02,0,0,0,0,1
homebrew-cask,10169,0,0.25,1,1.09,0,0,11,0,1
homebrew-cask,2226,1,0.9,1,0.06,0,0,0,0,0
homebrew-cask,12554,0,0.5,0,0.24,0,0,0,0,0
homebrew-cask,32409,1,0.64,1,0,0,1,3,3,0
homebrew-cask,34889,1,0.89,1,0.37,0,1,2,2,0
homebrew-cask,23155,0,0.64,1,0.07,0,0,2,2,1
homebrew-cask,9894,0,0.76,0,0,0,0,0,0,1
homebrew-cask,28370,1,0.64,1,0.01,0,1,3,3,0
homebrew-cask,4210,1,0.78,0,0.07,0,0,0,0,0
homebrew-cask,33053,1,0.67,1,0.02,0,1,3,3,0
homebrew-cask,2492,1,0.7,1,0.95,0,1,3,3,0
homebrew-cask,30275,0,0.7,1,0.08,1,0,0,0,1
homebrew-cask,17587,0,0.48,1,0.02,0,1,1,1,0
homebrew-cask,14233,0,0.43,1,1.81,0,0,8,6,1
homebrew-cask,4329,1,0.78,0,0.04,0,1,20,0,0
homebrew-cask,3352,0,0.33,1,0.31,0,0,7,0,1
homebrew-cask,10421,1,0.75,1,0.05,0,0,0,0,0
homebrew-cask,12216,0,0.36,1,0.39,0,1,9,0,0
homebrew-cask,26647,0,0,0,0.12,0,0,0,0,1
homebrew-cask,9894,0,0.76,0,0,0,0,0,0,1
homebrew-cask,33602,0,0.84,1,0.03,0,0,1,1,1
homebrew-cask,28921,1,0.89,1,0.29,0,1,2,2,0
homebrew-cask,27341,1,0.91,1,0.05,0,0,0,0,0
homebrew-cask,919,0,0.63,0,0.21,0,0,0,0,1
homebrew-cask,15479,0,0.33,0,0.08,0,0,0,0,0
homebrew-cask,1809,1,0.97,1,0.05,0,1,7,0,0
homebrew-cask,21962,1,0.2,1,0.02,0,0,0,0,0
homebrew-cask,4760,1,0.97,1,0.11,0,1,0,9,0
homebrew-cask,19645,0,0.48,0,0.19,1,1,2,2,0
homebrew-cask,5176,1,0.57,0,0.03,0,0,0,0,0
homebrew-cask,31196,0,0.75,2,0.03,0,0,13,2,1
homebrew-cask,9164,1,0.4,1,0.02,1,1,11,0,0
homebrew-cask,32128,1,0.84,0,0,0,0,0,0,0
homebrew-cask,18622,0,0.48,0,0.02,1,0,0,0,0
homebrew-cask,27911,0,0.96,1,0.41,1,0,1,1,1
homebrew-cask,30365,1,0.95,1,0.28,0,1,4,5,0
homebrew-cask,10814,0,0.89,0,0.01,0,0,0,0,0
homebrew-cask,30015,1,0.64,1,0.64,0,1,3,3,0
homebrew-cask,19516,0,0.33,29,0.15,0,1,4,4,0
homebrew-cask,33606,0,0.84,1,0.03,0,0,1,1,1
homebrew-cask,28837,1,0.48,0,0.11,0,0,0,0,0
homebrew-cask,3346,1,0.97,1,0.63,0,1,2,3,0
homebrew-cask,23069,0,0.64,1,0.01,1,1,2,2,0
homebrew-cask,30372,1,0.56,1,0.04,0,1,2,2,0
homebrew-cask,30079,1,0.88,1,0.12,0,1,6,4,0
homebrew-cask,13080,1,0.9,1,0.11,0,0,0,0,0
homebrew-cask,16235,0,0,0,0.16,0,1,3,3,0
homebrew-cask,32897,0,0.89,0,0,0,0,0,0,0
homebrew-cask,4081,1,0.86,1,0.01,0,1,4,4,0
homebrew-cask,19899,0,0.25,1,0.21,0,0,0,0,0
homebrew-cask,21216,1,0.64,1,0.01,0,1,3,3,0
homebrew-cask,23343,1,0.64,1,0.06,0,1,28,4,0
homebrew-cask,31099,0,0.5,1,0,0,0,0,0,1
homebrew-cask,7113,1,0.64,1,1.17,0,1,3,3,0
homebrew-cask,27318,1,0.81,1,0.76,0,1,2,2,0
homebrew-cask,3008,0,0.75,0,0.37,1,0,0,0,0
homebrew-cask,1154,0,0.5,1,0.21,0,0,3,3,1
homebrew-cask,34267,1,0.69,1,0.12,0,1,1,1,0
homebrew-cask,7163,0,0,1,2.86,5,0,0,0,0
homebrew-cask,11152,1,0.7,1,0.14,0,1,2,2,0
homebrew-cask,10169,0,0.25,1,1.09,0,0,11,0,1
homebrew-cask,23116,0,0.64,13,0.32,0,0,19,19,1
homebrew-cask,5920,1,0.74,0,0.17,0,0,0,0,0
homebrew-cask,33616,0,0.84,1,0.02,0,0,1,1,1
homebrew-cask,10517,1,0.79,1,0.15,0,1,2,2,0
homebrew-cask,35679,1,0.67,1,0.02,0,2,1,2,0
homebrew-cask,17782,0,0.48,1,0.03,0,1,1,1,0
homebrew-cask,20204,0,0.6,1,0.04,0,0,0,0,0
homebrew-cask,29899,1,0.64,1,0.09,0,1,3,3,0
homebrew-cask,160,0,0.48,0,0.04,0,0,0,0,0
homebrew-cask,35587,0,0.69,1,0.06,0,1,3,3,0
homebrew-cask,9416,1,0.41,1,0.42,0,4,8,8,0
homebrew-cask,6600,1,0.97,2,0.41,0,33,93,95,0
homebrew-cask,16484,0,0.48,0,0.02,0,0,0,0,1
homebrew-cask,5828,1,0.97,1,0.42,0,1,5,9,0
homebrew-cask,35544,0,0.69,1,0.14,0,1,1,1,0
homebrew-cask,21126,1,0.33,0,0.03,0,1,3,3,0
homebrew-cask,26233,1,0.64,1,0,0,1,3,3,0
homebrew-cask,923,0,0,0,0.35,0,1,8,0,0
homebrew-cask,29669,0,0.89,1,1.44,0,2,3,3,0
homebrew-cask,16671,0,0.64,1,0,1,1,3,3,0
homebrew-cask,24997,0,0.89,0,0.04,0,0,0,0,1
homebrew-cask,14504,0,0,1,0.15,1,1,2,2,0
homebrew-cask,15342,0,0,1,0.01,0,1,6,5,0
homebrew-cask,19264,0,0.48,1,0.07,1,1,3,3,0
homebrew-cask,31000,0,0.69,1,0,0,1,2,2,0
homebrew-cask,31619,1,0.84,1,0.16,0,1,2,2,0
homebrew-cask,18244,0,0.15,0,0.17,0,1,2,2,0
homebrew-cask,16746,0,0.48,0,0.01,0,0,0,0,0
homebrew-cask,3215,1,0.97,1,0.05,0,1,1,1,0
homebrew-cask,21995,1,0.88,2,0.01,1,1033,5290,2615,0
homebrew-cask,17924,0,0.61,1,0.05,0,0,0,0,0
homebrew-cask,5637,0,0.78,0,1.1,0,1,16,14,0
homebrew-cask,13341,0,0.41,1,1.67,1,1,2,2,0
homebrew-cask,23157,0,0.64,1,0.04,0,0,1,1,1
homebrew-cask,1426,1,0.57,0,0.01,0,0,0,0,0
homebrew-cask,5794,1,0.71,1,0.58,0,0,0,0,0
homebrew-cask,24840,0,0.89,0,0.15,0,1,2,2,0
homebrew-cask,22248,0,0.48,0,0.29,0,0,0,0,0
homebrew-cask,30170,1,0.64,1,0.33,0,1,3,3,0
homebrew-cask,23644,1,0.64,1,0.01,0,1,3,3,0
homebrew-cask,12492,0,0.1,1,0.13,0,5,13,13,0
homebrew-cask,29499,1,0.88,0,0.24,0,0,0,0,0
homebrew-cask,11156,0,0.65,1,0.27,0,1,3,3,0
homebrew-cask,12131,0,0.13,0,9.9,0,0,0,0,1
homebrew-cask,15227,0,0.64,1,0.03,1,1,3,3,0
homebrew-cask,31713,1,0.69,1,0.88,0,3,1,1,0
homebrew-cask,32819,1,0.89,1,0.04,0,1,3,3,0
homebrew-cask,16010,0,0.38,1,0.13,2,1,12,0,0
homebrew-cask,6864,1,0.97,4,0.91,0,1,7,0,0
homebrew-cask,20834,1,0.15,1,0.04,0,0,0,0,0
homebrew-cask,32979,1,0.67,1,0.1,0,1,3,3,0
homebrew-cask,25345,1,0.54,1,0.07,4,1,1,3,0
homebrew-cask,10916,0,0.49,1,0.03,1,0,17,0,1
homebrew-cask,4956,0,0.92,0,42,0,1,8,0,0
homebrew-cask,34155,1,0.69,1,0.13,0,1,1,1,0
homebrew-cask,4384,1,0.48,0,0,0,1,7,0,0
homebrew-cask,7111,0,0.8,1,0,0,0,5,10,1
homebrew-cask,23830,1,0.5,1,1.23,0,1,1,1,0
homebrew-cask,15363,0,0.53,1,0.49,2,20,20,20,0
homebrew-cask,6069,1,0.67,1,1.02,0,1,46,0,0
homebrew-cask,2786,1,0.97,1,0,0,1,84,0,0
homebrew-cask,29485,1,0.53,1,0.01,0,1,7,7,0
homebrew-cask,33603,0,0.84,1,0.03,0,0,1,1,1
homebrew-cask,15585,0,0.38,1,0.02,1,1,12,4,0
homebrew-cask,5191,1,0.83,1,0.4,0,1,9,0,0
homebrew-cask,18946,0,0.79,1,0.01,0,0,3,3,1
homebrew-cask,361,1,0.8,1,0.24,0,1,3,3,0
homebrew-cask,21283,1,0,4,0.01,0,0,0,0,0
homebrew-cask,33695,1,0.75,0,0.05,0,0,0,0,0
homebrew-cask,2167,1,0.63,1,0,0,1,3,3,0
homebrew-cask,3062,1,0.82,1,0.31,0,1,7,0,0
homebrew-cask,35155,0,0.75,1,0.53,3,0,1,1,1
homebrew-cask,32553,1,0.84,1,0.05,0,1,4,4,0
homebrew-cask,23125,0,0.64,1,0.16,0,0,1,1,1
homebrew-cask,23403,1,0.64,1,0.12,0,1,3,3,0
homebrew-cask,4330,1,0.75,1,0.01,0,0,0,0,0
