project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
cocos2d-x,9889,1,0.94,1,0.17,0,1,1,5,0
cocos2d-x,2108,0,0.5,1,0.57,0,0,20,16,1
cocos2d-x,12363,1,0.89,3,1,0,8,6,7,0
cocos2d-x,13086,1,0.94,1,0,0,1,5,5,0
cocos2d-x,5169,1,0.92,1,0,0,1,4947,4080,0
cocos2d-x,14068,1,0.85,2,3.4,0,2,3,2,0
cocos2d-x,12622,1,0.94,1,0,0,1,2,2,0
cocos2d-x,16374,1,0.64,1,0,0,1,1,0,0
cocos2d-x,5084,0,0.89,4,0.06,0,0,18,2,1
cocos2d-x,2134,1,0.5,0,0.63,0,0,0,0,0
cocos2d-x,10551,0,0.64,1,0.25,0,1,2,26,0
cocos2d-x,285,1,0.89,0,0.08,0,0,0,0,0
cocos2d-x,3883,0,0.31,1,12.01,0,1,0,1,0
cocos2d-x,7909,1,0.64,1,0.07,0,1,10,0,0
cocos2d-x,2474,1,0.97,18,0,0,6,2135,2090,0
cocos2d-x,1144,1,0.81,0,0,0,0,0,0,0
cocos2d-x,218,1,0.94,0,0.02,0,0,0,0,0
cocos2d-x,13062,1,0.9,2,1.66,0,2,4,0,0
cocos2d-x,8043,0,0.64,1,0.02,0,0,1,0,1
cocos2d-x,997,1,0.97,61,0,0,4,5274,4951,0
cocos2d-x,7598,0,0.5,3,4.29,0,0,78,2,1
cocos2d-x,4588,1,0.92,8,0,0,4,197,18,0
cocos2d-x,2623,1,0.67,0,0.04,0,0,0,0,0
cocos2d-x,13210,1,0.94,3,0.11,0,1,40,1,0
cocos2d-x,13217,1,0.82,10,0.03,0,3,78,61,0
cocos2d-x,4198,1,0.93,1,0.05,0,1,2,0,0
cocos2d-x,7773,1,0.64,3,0,0,1,106,0,0
cocos2d-x,15114,1,0.64,1,0,0,1,44,20,0
cocos2d-x,17852,1,0.95,4,0.67,0,1,25,4,0
cocos2d-x,1279,0,0.8,0,0.72,0,0,0,0,1
cocos2d-x,13173,0,0.81,3,0,0,0,15,27,1
cocos2d-x,14024,1,0.44,1,1.01,0,1,1,1,0
cocos2d-x,13911,1,0.93,3,0.04,0,1,5,1,0
cocos2d-x,16358,1,0.92,5,1.47,0,1,56,1,0
cocos2d-x,15328,1,0.89,6,0,0,1,14,17,0
cocos2d-x,8621,0,0.94,1,0,0,0,1,1,1
cocos2d-x,3642,1,0.94,0,0.02,0,0,0,0,0
cocos2d-x,7326,1,0.94,6,0.21,0,2,90,24,0
cocos2d-x,2175,1,0.92,4,2.15,4,1,152,140,0
cocos2d-x,7794,1,0.95,9,0.03,0,3,241,436,0
cocos2d-x,847,1,0.67,0,0.74,0,0,0,0,0
cocos2d-x,2528,1,0.67,2,5.55,0,1,19,0,0
cocos2d-x,13874,1,0.89,2,0.98,0,2,54,49,0
cocos2d-x,11317,1,0.64,8,0,0,1,2540,356,0
cocos2d-x,9897,1,0.94,1,0,0,1,1,2,0
cocos2d-x,7361,1,0.81,2,0.08,0,1,2,2,0
cocos2d-x,8002,0,0.66,0,0.3,5,0,0,0,1
cocos2d-x,14739,0,0.92,115,38.55,2,2,5063,9,0
cocos2d-x,14296,1,0.81,1,0.71,0,1,1,1,0
