project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
rails,24837,0,0.59,4,0.03,0,0,9,5,1
rails,15427,1,0.84,13,0.09,0,1,17,44,0
rails,4093,1,0.86,1,0.02,0,1,2,0,0
rails,23484,1,0.84,1,0,0,1,4,7,0
rails,8097,1,0.86,2,0.01,0,1,17,1,0
rails,10379,1,0.84,0,0,0,0,28,0,0
rails,9111,0,0.5,3,0.13,0,0,11,1,1
rails,21341,1,0.74,1,0.24,0,1,1,5,0
rails,12019,0,0.74,0,0.01,1,0,0,0,0
rails,18569,1,0.84,1,0.1,0,1,0,1,0
rails,26833,1,0.73,1,0,0,1,1,1,0
rails,25596,1,0.86,1,0.06,0,1,102,42,0
rails,23861,1,0.25,0,0,0,0,4,0,0
rails,2055,0,0.33,0,0.16,1,0,29,0,0
rails,23527,0,0.86,2,5.05,2,1,0,44,0
rails,6150,1,0.71,0,17.87,0,0,89,0,0
rails,8124,0,0.33,2,7.83,6,1,34,2,0
rails,11575,0,0.64,2,0.05,0,1,24,0,0
rails,4106,0,0.66,0,0.17,0,0,53,0,0
rails,25929,1,0.86,3,3.27,0,1,5,7,0
rails,9490,0,0.52,1,0.23,1,1,0,5,0
rails,22829,1,0.67,3,0.67,0,1,24,1,0
rails,6938,1,0.52,1,4.28,0,1,7,2,0
rails,25668,0,0.86,2,0.02,2,0,4,4,1
rails,25759,1,0.86,2,0.47,0,1,12,8,0
rails,13707,1,0.5,1,0.05,0,1,42,2,0
rails,29191,1,0.49,2,6.58,0,1,6,6,0
rails,14394,0,0.4,1,0.07,2,1,28,1,0
rails,7168,0,0,0,0.01,3,0,0,0,1
rails,26874,1,0.83,2,31.79,0,1,21,5,0
rails,14840,0,0.79,1,0.03,1,0,2,2,1
rails,7724,1,0.6,1,0.05,0,1,0,1,0
rails,17678,1,0.5,5,4.86,0,1,9,12,0
rails,11133,1,0.81,1,0.27,0,1,1,18,0
rails,9020,0,0,4,0.02,0,0,62,2,1
rails,14528,1,0.5,1,0.83,0,1,0,0,0
rails,5161,1,0.86,1,0.07,0,1,4,1,0
rails,14017,0,0,2,0.03,2,0,18,0,1
rails,11044,0,0.52,3,182.05,13,1,7,2,0
rails,25371,1,0.86,1,0.07,0,1,0,12,0
rails,27383,1,0.5,0,1.24,0,0,0,0,0
rails,19442,0,0.36,1,0.67,1,0,3,1,1
rails,15151,1,0.84,14,0.26,0,1,7,57,0
rails,5998,1,0.5,0,0,0,0,1,0,0
rails,15283,1,0.5,1,0.08,0,1,5,2,0
rails,2156,1,0.87,1,0.05,0,1,8,0,0
rails,16914,1,0.56,0,2.5,0,0,1,0,0
rails,20018,1,0.76,10,53.35,0,2,68,13,0
rails,23396,1,0.33,1,0.68,0,1,29,0,0
rails,16011,1,0.67,2,2.95,0,1,24,3,0
rails,24089,0,0.65,3,0.02,5,1,43,4,0
rails,17616,0,0,1,11.52,12,2,2,1,0
rails,17406,0,0,1,0.25,3,1,24,2,0
rails,1630,0,0,2,0.02,1,3,285,7,0
rails,2008,0,0.66,0,385,0,0,7,0,0
rails,6655,0,0,1,0.58,0,1,0,2,0
rails,1469,0,0.67,0,0.12,0,0,0,0,1
rails,15740,0,0.25,0,0.01,1,0,51,0,0
rails,19575,1,0.93,0,0.25,0,0,152,0,0
rails,4687,1,0.9,1,0.02,0,1,6,2,0
rails,8255,0,0.79,1,0,0,1,1,1,0
rails,24730,1,0.78,2,0.19,0,1,4,4,0
rails,10412,1,0.78,1,0.36,0,1,3,1,0
rails,20384,0,0.77,4,48.95,11,0,82,17,1
rails,23793,1,0.5,0,0.21,0,0,7,0,0
rails,2931,1,0.67,0,0.01,0,0,0,0,0
rails,21887,1,0.81,2,0.02,0,1,0,2,0
rails,20955,0,0.65,1,0,1,1,13,12,0
rails,6072,0,0.78,0,0.22,0,0,0,0,1
rails,17069,1,0.5,0,147.14,0,0,0,0,0
rails,26004,1,0.93,1,1.28,0,1,0,8,0
rails,26688,0,0.86,2,0.87,2,0,9,18,1
rails,1104,0,0.5,1,0.03,2,0,1,1,1
rails,13469,1,0.68,6,0.04,0,1,1,2,0
rails,26238,1,0.86,2,231.41,0,1,21,29,0
rails,19015,1,0.33,1,0,0,1,5,2,0
rails,29461,1,0.5,2,1.57,0,1,26,1,0
rails,18639,0,0,1,0.44,1,0,8,0,1
rails,11986,1,0.25,1,4.02,0,1,4,0,0
rails,15512,1,0.79,3,0.48,0,1,0,54,0
rails,21780,1,0.74,1,1.55,0,1,17,19,0
rails,7552,1,0.79,3,0.63,0,4,9,13,0
rails,11006,0,0,0,0.54,2,0,9,0,0
rails,26972,1,0.86,2,0.4,0,1,17,8,0
rails,21014,0,0,1,35.17,9,4,1,4,0
rails,25578,1,0.86,7,20.44,0,1,39,20,0
rails,4575,1,0.88,3,0.16,0,1,20,22,0
rails,23223,0,0.81,10,3.62,3,3,5,16,0
rails,20452,1,0.79,6,0.08,0,1,68,17,0
rails,7813,1,0.86,1,0.1,0,1,1,1,0
rails,27660,1,0.74,4,2,0,1,32,7,0
rails,22383,1,0.77,2,0,0,3,0,3,0
rails,17809,1,0.62,1,0.02,0,1,9,1,0
rails,16713,1,0.88,0,0,0,0,0,0,0
rails,23558,1,0.86,1,0.2,0,1,9,3,0
rails,20358,0,0.83,1,0.03,0,0,0,2,1
rails,28027,0,0.72,2,6.67,0,1,2,0,0
rails,11635,1,0.81,0,0.22,0,0,0,0,0
rails,1199,1,0.76,1,0.28,0,1,0,0,0
rails,29447,1,0.5,1,1.86,0,3,5,2,0
rails,17698,0,0.78,0,8.54,4,0,1,0,0
rails,2256,1,0.78,4,0.01,0,1,5,9,0
rails,10481,0,0.72,2,981.48,0,1,7,10,0
rails,23545,0,0.59,2,4.05,1,1,8,3,0
rails,17185,0,0.43,3,128.02,4,4,4,3,0
rails,27615,0,0.86,2,47.58,0,1,13,2,0
rails,11033,1,0.79,1,0.15,0,1,5,5,0
rails,2689,0,0.67,1,9.56,5,0,19,25,1
rails,24565,0,0.87,0,0.01,4,0,0,0,1
rails,16179,0,0.85,1,0.22,3,1,5,4,0
rails,12743,0,0.57,3,0.49,1,0,86,6,1
rails,13279,0,0.14,3,0.01,2,0,11,14,1
rails,18834,1,0.5,2,0.02,0,1,0,1,0
rails,24632,1,0.78,1,0,0,1,0,2,0
rails,8889,1,0.64,3,0.06,0,1,78,2,0
rails,19324,0,0.81,7,16.98,0,0,172,7,1
rails,25111,0,0.52,6,325.03,4,0,147,143,1
rails,6079,1,0.86,1,0,0,1,0,1,0
rails,20232,0,0.72,1,0.01,1,1,6,3,0
rails,28037,0,0.33,1,0.06,2,1,0,1,0
rails,9837,1,0.5,3,0.02,0,1,10,1,0
rails,7173,1,0.77,1,0.05,0,1,1,1,0
rails,1712,0,0.67,0,0,0,0,0,0,0
rails,5830,1,0.5,0,0.02,0,0,7,0,0
rails,23786,0,0.33,1,2.81,4,1,1,1,0
rails,14247,1,0.79,3,116.09,0,1,9,5,0
rails,13035,0,0.78,1,0.02,2,0,0,9,1
rails,28057,1,0.76,2,44.75,0,1,16,0,0
rails,5102,1,0.87,2,0.02,0,2,44,28,0
rails,25540,1,0.78,4,0.01,0,1,38,7,0
rails,29359,1,0.93,1,0.6,0,1,6,0,0
rails,27879,0,0,3,4.76,0,0,20,11,1
rails,5138,1,0.71,0,0.04,0,0,3,0,0
rails,5520,0,0.5,0,90.1,3,0,1,0,0
rails,18292,0,0.5,0,0.01,0,0,0,0,0
rails,19915,0,0.33,1,0.05,1,1,4,0,0
rails,15498,1,0.64,2,0.12,0,1,2,7,0
rails,19694,1,0.71,2,0.28,0,1,2,0,0
rails,1293,1,0.5,1,0.02,0,1,18,4,0
rails,6588,1,0.67,0,0.01,0,0,3,0,0
rails,1470,0,0.82,0,1.09,0,0,5,0,0
rails,27307,0,0.68,2,14.93,10,1,0,8,0
rails,27539,1,0.86,1,0.02,0,2,4,4,0
rails,17271,1,0.72,1,0.04,0,1,9,13,0
rails,5911,0,0,0,0.27,0,0,76,0,0
rails,17594,0,0,2,5.07,0,2,1,2,0
rails,13822,0,0.78,1,0.03,1,1,23,8,0
rails,10812,0,0.81,1,17.67,0,1,32,1,0
rails,21244,0,0.92,2,2.44,0,0,7,1,1
rails,10067,0,0.33,1,21.61,0,1,13,1,0
rails,8777,1,0.77,5,0.14,0,1,1,5,0
rails,11661,0,0.86,1,0,0,0,0,2,1
rails,3901,1,0.67,2,0.03,0,1,0,4,0
rails,14017,0,0,2,0.03,2,0,18,0,1
rails,1177,1,0.78,0,0,0,0,1,0,0
rails,9871,1,0.86,1,0.02,0,1,1,0,0
rails,28448,1,0.87,7,0.82,0,2,229,35,0
rails,27389,1,0.86,11,52.09,0,3,194,239,0
rails,26678,1,0.75,1,0.18,0,1,1,0,0
rails,28378,1,0.93,1,0.68,0,1,4,8,0
