pr_project,pr_id,First Status,Reputation,Changed file,Evaluation time,Nb Comments,Nb Commits,LC added,LC deleted,classes
rails,10141,Rejected,0.33,3,0.96,0,2,0,0,Non-Reopened
rails,18643,Accepted,0.77,1,0.02,0,1,0,9,Non-Reopened
rails,8597,Rejected,0.66,6,0.02,0,1,125,4,Non-Reopened
rails,15505,Accepted,0.79,1,0.03,0,1,3,1,Non-Reopened
rails,21278,Accepted,0.82,1,0.14,0,1,2,1,Non-Reopened
rails,27007,Accepted,0.59,2,3.36,0,1,12,2,Non-Reopened
rails,18992,Accepted,0.85,3,0.03,0,1,43,1,Non-Reopened
rails,26990,Accepted,0.66,0,0.04,0,0,0,0,Non-Reopened
rails,25192,Accepted,0.78,3,29.3,0,1,7,9,Non-Reopened
rails,13941,Rejected,0.79,2,1.47,0,1,316,1,Non-Reopened
rails,4613,Accepted,0.8,0,0.03,0,0,0,0,Non-Reopened
rails,1788,Rejected,0.24,0,0,1,0,0,0,Non-Reopened
rails,27552,Rejected,0.67,1,0.02,2,0,10,5,Reopened
rails,1993,Rejected,0,0,558.02,0,0,86,0,Non-Reopened
rails,26186,Accepted,0.5,1,0,0,1,1,1,Non-Reopened
rails,2271,Accepted,0.33,2,0.25,0,1,0,3,Non-Reopened
rails,11189,Accepted,0.72,1,0.52,0,1,220,3,Non-Reopened
rails,4647,Rejected,0.19,0,2.6,0,0,1,0,Non-Reopened
rails,2246,Accepted,0.79,4,62.15,0,1,0,31,Non-Reopened
rails,23800,Rejected,0.25,0,0.1,0,0,31,0,Non-Reopened
rails,16691,Rejected,0.75,1,9.95,0,1,1,5,Non-Reopened
rails,24177,Accepted,0.78,1,110.8,0,1,1,1,Non-Reopened
rails,22932,Rejected,0.4,0,0.81,2,0,46,0,Non-Reopened
rails,14141,Rejected,0.35,1,778.61,0,0,8,7,Reopened
rails,24560,Accepted,0.87,0,0.01,0,0,0,0,Non-Reopened
rails,6462,Accepted,0.65,7,0.04,0,1,50,0,Non-Reopened
rails,23939,Accepted,0.57,1,8.38,0,1,43,2,Non-Reopened
rails,19351,Accepted,0.33,2,2.01,0,1,54,1,Non-Reopened
rails,21388,Rejected,0.61,1,5.78,0,1,0,1,Non-Reopened
rails,7419,Accepted,0.4,0,15.35,0,0,29,0,Non-Reopened
rails,24551,Accepted,0.49,8,3.35,0,1,130,14,Non-Reopened
rails,24406,Accepted,0.86,1,0.15,0,1,0,10,Non-Reopened
rails,12450,Accepted,0.44,5,265.21,0,1,55,9,Non-Reopened
rails,20772,Rejected,0,0,0,0,0,8,0,Non-Reopened
rails,10663,Rejected,0,1,0,0,1,1,0,Non-Reopened
rails,21521,Accepted,0.74,1,0.01,0,1,2,1,Non-Reopened
rails,6022,Accepted,0.76,2,0,0,1,3,2,Non-Reopened
rails,15158,Accepted,0.84,29,1.79,0,1,4,117,Non-Reopened
rails,5444,Rejected,0.4,3,0.55,5,1,20,12,Non-Reopened
rails,18762,Rejected,0.33,0,0,0,0,33,0,Non-Reopened
rails,6245,Rejected,0.66,4,177.32,0,0,24,3,Reopened
rails,7283,Accepted,0.61,1,0,0,1,28,1,Non-Reopened
rails,9078,Accepted,0.87,3,0.78,0,1,591,1,Non-Reopened
rails,19321,Rejected,0,1,0.02,0,1,14,1,Non-Reopened
rails,26616,Accepted,0.86,3,0.33,0,1,13,5,Non-Reopened
rails,8520,Accepted,0.87,6,50.76,0,2,16,3,Non-Reopened
rails,9026,Accepted,0.88,1,0,0,1,0,1,Non-Reopened
rails,5364,Accepted,0.88,2,0.32,0,3,207,24,Non-Reopened
rails,4481,Rejected,0.43,9,552.81,7,0,0,0,Reopened
rails,13201,Accepted,0.78,3,55.1,0,1,1,0,Non-Reopened
rails,8940,Accepted,0.69,1,1.04,0,1,5,1,Non-Reopened
rails,6317,Accepted,0.6,4,0.02,0,1,0,3,Non-Reopened
rails,28050,Accepted,0.63,3,38.38,0,1,14,0,Non-Reopened
rails,18578,Accepted,0.93,0,0.02,0,0,34,0,Non-Reopened
rails,23974,Rejected,0.43,2,0.09,2,0,21,1,Reopened
rails,17824,Accepted,0.84,4,156.04,0,1,7,5,Non-Reopened
rails,18593,Accepted,0.86,1,0.2,0,1,80,1,Non-Reopened
rails,21394,Rejected,0,3,0.83,1,0,10,6,Reopened
rails,17831,Rejected,0.72,1,0.19,2,1,3,6,Non-Reopened
rails,20207,Accepted,0.64,1,0.12,0,1,23,2,Non-Reopened
rails,11223,Rejected,0.87,2,0.01,3,1,0,11,Non-Reopened
rails,1889,Rejected,0,0,0.04,1,0,12,0,Non-Reopened
rails,3222,Rejected,0.67,3,0.09,8,5,0,74,Non-Reopened
rails,27982,Accepted,0.65,2,0.03,0,2,0,2,Non-Reopened
rails,9881,Rejected,0.67,0,0.23,1,0,0,0,Reopened
rails,2694,Accepted,0.66,0,0.02,0,0,4,0,Non-Reopened
rails,23190,Rejected,0.44,0,0.98,0,0,1,0,Non-Reopened
rails,20111,Rejected,0.58,0,0.02,0,0,0,0,Reopened
rails,9951,Rejected,0,3,931.64,8,1,5,2,Non-Reopened
rails,8049,Rejected,0.87,1,0.1,5,1,9,0,Non-Reopened
rails,23407,Accepted,0.76,2,0.06,0,1,11,2,Non-Reopened
rails,18544,Accepted,0.83,1,0.04,0,1,119,2,Non-Reopened
rails,17040,Rejected,0.5,1,0.06,1,0,4,2,Reopened
rails,8205,Accepted,0.81,3,0.04,0,1,24,6,Non-Reopened
rails,9054,Rejected,0.33,3,1.95,0,1,13,2,Non-Reopened
rails,23170,Rejected,0.86,1,89.28,9,2,4,2,Non-Reopened
rails,27832,Rejected,0.69,1,15.61,0,0,1,1,Reopened
rails,28532,Accepted,0.59,1,0.87,0,1,4,4,Non-Reopened
rails,9219,Rejected,0,1,344.9,2,1,40,1,Non-Reopened
rails,26014,Rejected,0,3,0.04,0,0,30,1,Reopened
rails,6264,Rejected,0.56,1,447.6,0,1,0,0,Non-Reopened
rails,20828,Rejected,0.67,4,0.53,0,0,58,13,Reopened
rails,19210,Accepted,0.65,1,0,0,1,1,1,Non-Reopened
rails,27967,Rejected,0,1,0.81,4,1,2,2,Non-Reopened
rails,20886,Rejected,0.29,0,84.84,5,0,0,0,Reopened
rails,19341,Rejected,0.87,3,131.21,4,0,7,13,Reopened
rails,6805,Accepted,0.5,0,2.49,0,0,3,0,Non-Reopened
rails,7240,Accepted,0.86,3,0.06,0,2,24,4,Non-Reopened
rails,14180,Rejected,0,2,249.11,0,2,0,1,Non-Reopened
rails,20883,Rejected,0.76,13,0,0,0,196,110,Reopened
rails,5837,Accepted,0.77,1,0.37,0,1,24,4,Non-Reopened
rails,1666,Rejected,0.14,7,0.01,1,3,16,20,Non-Reopened
rails,5045,Accepted,0.71,0,0.09,0,0,10,0,Non-Reopened
rails,19150,Rejected,0.78,3,0,1,1,0,10,Non-Reopened
rails,1104,Rejected,0.5,1,0.03,2,0,1,1,Reopened
rails,14548,Accepted,0.87,1,0,0,1,21,3,Non-Reopened
rails,27463,Rejected,0.93,3,0.1,0,0,11,2,Reopened
rails,8000,Rejected,0.38,6,39.15,5,1,0,5,Non-Reopened
rails,11514,Accepted,0.68,3,2.51,0,1,148,3,Non-Reopened
rails,27727,Accepted,0.79,1,0,0,1,0,2,Non-Reopened
rails,11548,Rejected,0.81,1,4.11,9,1,1,14,Non-Reopened
rails,1765,Accepted,0.83,0,0.15,0,0,34,0,Non-Reopened
rails,23448,Rejected,0.86,2,38.26,4,2,0,28,Non-Reopened
rails,6586,Accepted,0.79,2,0,0,1,0,2,Non-Reopened
rails,201,Accepted,0.6,3,26.5,0,3,1,23,Non-Reopened
rails,11284,Rejected,0,2,2.8,1,0,44,8,Reopened
rails,8361,Accepted,0.85,1,0,0,1,192,1,Non-Reopened
rails,15686,Accepted,0.84,2,0.03,0,1,7,6,Non-Reopened
rails,15894,Accepted,0.84,2,0.02,0,1,14,7,Non-Reopened
rails,27674,Accepted,0.5,5,3.97,0,1,42,2,Non-Reopened
rails,3139,Rejected,0.38,0,0.07,4,0,0,0,Non-Reopened
rails,20379,Rejected,0.33,3,0.25,2,1,5,30,Non-Reopened
rails,8504,Accepted,0.87,4,0,0,1,13,1,Non-Reopened
rails,8342,Rejected,0.33,4,1.24,0,1,144,7,Non-Reopened
rails,17234,Accepted,0.81,1,2.58,0,1,7,0,Non-Reopened
rails,20117,Accepted,0.67,1,38.52,0,1,1,1,Non-Reopened
rails,21611,Accepted,0.72,1,0,0,1,133,1,Non-Reopened
rails,18766,Accepted,0.33,5,393.61,0,1,25,9,Non-Reopened
rails,25703,Rejected,0,0,0,0,1,0,0,Non-Reopened
rails,16161,Accepted,0.5,3,1.03,0,1,306,1,Non-Reopened
rails,13119,Rejected,0.67,0,0.11,1,0,0,0,Reopened
rails,7042,Accepted,0.5,0,0.23,0,0,0,0,Non-Reopened
rails,24174,Accepted,0.93,1,0.01,0,1,3,1,Non-Reopened
rails,17486,Rejected,0.79,2,2.18,3,1,2,2,Non-Reopened
rails,29392,Accepted,0.8,3,8.13,0,1,14,1,Non-Reopened
rails,18080,Accepted,0.5,2,15.06,0,1,93,2,Non-Reopened
rails,21727,Accepted,0.74,1,0.06,0,1,1,1,Non-Reopened
rails,13312,Rejected,0.81,3,1.04,1,0,13,5,Reopened
rails,22453,Accepted,0.75,1,6.22,0,1,0,26,Non-Reopened
rails,26952,Accepted,0.6,8,0.41,0,1,120,16,Non-Reopened
rails,2977,Accepted,0.79,3,1.99,0,1,50,3,Non-Reopened
rails,18479,Accepted,0.66,1,0.09,0,1,111,1,Non-Reopened
rails,11282,Rejected,0.86,3,0.59,0,0,4,29,Reopened
rails,8635,Rejected,0.76,1,0.01,0,1,16,1,Non-Reopened
rails,25079,Accepted,0.5,3,19.07,0,1,23,1,Non-Reopened
rails,6997,Accepted,0.81,4,0.01,0,1,1,2,Non-Reopened
rails,18942,Rejected,0.32,7,504.07,0,2,9,29,Non-Reopened
rails,23317,Accepted,0.5,4,1.22,0,3,19,2,Non-Reopened
rails,9068,Accepted,0.81,6,26.43,0,1,32,6,Non-Reopened
rails,26061,Accepted,0.67,1,11.43,0,1,1,1,Non-Reopened
rails,12337,Accepted,0.84,0,0.14,0,0,13,0,Non-Reopened
rails,11535,Rejected,0.72,3,526.34,4,1,1,0,Non-Reopened
rails,16855,Accepted,0.5,1,0.01,0,1,0,1,Non-Reopened
rails,9383,Rejected,0.43,5,0,1,1,0,12,Non-Reopened
rails,6156,Accepted,0.67,5,0.31,0,1,0,0,Non-Reopened
rails,20465,Rejected,0.74,1,0.54,1,1,6,1,Non-Reopened
rails,8479,Rejected,0.81,2,552.09,5,0,18,1,Reopened
rails,17109,Rejected,0.38,1,36.32,1,0,1,1,Reopened
rails,8518,Accepted,0.5,0,0.33,0,0,46,0,Non-Reopened
rails,21800,Accepted,0.61,1,0.02,0,1,12,2,Non-Reopened
rails,1802,Rejected,0.33,1,202.02,4,1,1,11,Non-Reopened
rails,15870,Accepted,0.84,5,3.6,0,1,2,44,Non-Reopened
rails,2482,Rejected,0,2,256.48,3,2,4,1,Non-Reopened
rails,18261,Accepted,0.86,1,0,0,1,1,3,Non-Reopened
rails,6857,Accepted,0.75,1,0.01,0,1,23,0,Non-Reopened
rails,19381,Accepted,0.48,1,0.01,0,1,5,2,Non-Reopened
rails,3810,Accepted,0.9,7,0.02,0,3,7,40,Non-Reopened
rails,4003,Rejected,0,0,161.24,7,0,0,0,Reopened
rails,18290,Accepted,0.33,0,0.61,0,0,0,0,Non-Reopened
rails,3320,Rejected,0.67,1,0.21,1,0,6,6,Reopened
rails,14447,Accepted,0.67,5,2.54,0,1,3,2,Non-Reopened
rails,6418,Accepted,0.55,2,0.39,0,1,13,8,Non-Reopened
rails,17788,Accepted,0.43,1,175.23,0,1,0,0,Non-Reopened
rails,14791,Rejected,0,3,27.71,3,1,0,0,Non-Reopened
rails,13016,Accepted,0.86,1,0,0,1,19,0,Non-Reopened
rails,10325,Rejected,0,1,51.85,1,1,6,0,Non-Reopened
rails,5480,Accepted,0.28,8,0.64,4,2,1,0,Non-Reopened
rails,17841,Rejected,0.9,1,0,1,1,107,1,Non-Reopened
rails,12603,Accepted,0.38,1,0,0,1,5,3,Non-Reopened
rails,8496,Rejected,0.6,0,0.07,0,0,0,0,Reopened
rails,4141,Accepted,0.86,1,0.02,0,1,0,4,Non-Reopened
rails,315,Rejected,0.72,29,1.78,2,23,0,62,Non-Reopened
rails,19492,Rejected,0.73,1,19.73,0,1,0,0,Non-Reopened
rails,27280,Accepted,0.33,1,0,0,1,6,6,Non-Reopened
rails,10300,Rejected,0.4,2,0.01,2,1,0,22,Non-Reopened
rails,19347,Rejected,0.5,5,0.81,0,0,69,7,Reopened
rails,7472,Rejected,0.81,1,1.88,6,2,3,1,Non-Reopened
rails,21792,Rejected,0.72,1,0.01,0,1,262,5,Non-Reopened
rails,4079,Accepted,0.28,7,0.71,0,4,125,8,Non-Reopened
rails,11309,Accepted,0.5,1,0.02,0,1,1,2,Non-Reopened
rails,3011,Accepted,0.79,2,0,0,2,1,3,Non-Reopened
rails,23437,Accepted,0.63,2,0.01,0,1,2,2,Non-Reopened
rails,14157,Rejected,0,2,500.3,0,0,29,3,Reopened
rails,22706,Accepted,0.5,1,0.89,0,1,2,6,Non-Reopened
rails,23877,Rejected,0.25,0,0.22,2,0,35,0,Non-Reopened
rails,4378,Accepted,0.9,5,0.04,0,2,52,31,Non-Reopened
rails,11352,Rejected,0.29,4,18.42,4,0,23,21,Reopened
rails,11904,Rejected,0.33,5,172.11,0,1,0,2,Non-Reopened
rails,17314,Accepted,0.93,0,0.2,0,0,5,0,Non-Reopened
rails,17587,Rejected,0.52,1,259.66,0,1,12,6,Non-Reopened
rails,1458,Rejected,0.73,3,0.01,2,0,17,12,Reopened
rails,28760,Accepted,0.64,4,0.1,0,1,30,12,Non-Reopened
rails,384,Accepted,0.86,1,0.01,0,1,3,2,Non-Reopened
rails,2215,Rejected,0.79,19,0.03,4,1,0,28,Non-Reopened
rails,27977,Rejected,0.86,6,0.44,0,1,20,28,Non-Reopened
rails,14350,Rejected,0.81,3,47.34,5,1,13,3,Non-Reopened
rails,6523,Rejected,0.48,2,178.51,4,1,62,0,Non-Reopened
rails,20384,Rejected,0.77,4,48.95,11,0,82,17,Reopened
rails,8608,Accepted,0.87,2,0.1,0,1,69,1,Non-Reopened
rails,6175,Accepted,0.86,1,0.07,0,1,1,8,Non-Reopened
rails,22365,Rejected,0.6,7,48.65,0,0,111,6,Reopened
rails,7684,Accepted,0.64,4,6.87,0,1,29,5,Non-Reopened
rails,19931,Accepted,0.86,1,0.09,0,1,2,0,Non-Reopened
rails,28513,Accepted,0.59,2,1,0,1,12,2,Non-Reopened
rails,1310,Rejected,0.29,0,0.05,5,0,0,0,Non-Reopened
rails,12329,Accepted,0.33,0,0.02,0,0,11,0,Non-Reopened
rails,11354,Accepted,0.5,2,1.42,0,2,0,3,Non-Reopened
rails,12773,Accepted,0.6,0,0.07,0,0,10,0,Non-Reopened
rails,3091,Rejected,0.29,1,0.13,1,0,2,2,Reopened
rails,2706,Accepted,0.5,1,4.95,0,1,5,11,Non-Reopened
rails,17640,Accepted,0.5,1,0.79,0,1,32,1,Non-Reopened
rails,25606,Rejected,0.86,1,0.01,1,1,3,3,Non-Reopened
rails,15425,Accepted,0.6,0,0.03,0,0,44,0,Non-Reopened
rails,25823,Accepted,0.66,1,5.87,0,1,10,0,Non-Reopened
rails,22709,Rejected,0.82,1,0.88,6,0,1,1,Reopened
rails,6282,Accepted,0.43,0,148.41,0,0,21,0,Non-Reopened
rails,13237,Rejected,0.33,0,0.1,0,0,7,0,Non-Reopened
rails,13366,Rejected,0.78,10,0.08,10,0,18,18,Reopened
rails,17423,Accepted,0.5,1,0.2,0,1,23,2,Non-Reopened
rails,26350,Rejected,0.78,52,0.38,1,0,113,102,Reopened
rails,2480,Rejected,0,1,232.84,5,1,8,1,Non-Reopened
rails,6804,Accepted,0.52,1,0.21,0,1,12,2,Non-Reopened
rails,2615,Accepted,0.37,2,0.22,0,1,0,4,Non-Reopened
rails,10331,Accepted,0.81,0,0,0,0,0,0,Non-Reopened
rails,16405,Accepted,0.81,1,0,0,1,26,1,Non-Reopened
rails,25372,Accepted,0.86,2,1.12,0,1,1,5,Non-Reopened
rails,15088,Accepted,0.5,11,1.63,0,4,1,68,Non-Reopened
rails,13226,Rejected,0,0,0,1,0,1,0,Non-Reopened
rails,11173,Rejected,0.33,2,452.87,0,0,29,1,Reopened
rails,22386,Rejected,0.73,0,0.19,0,0,8,0,Non-Reopened
rails,5173,Accepted,0.81,3,2.1,0,1,90,12,Non-Reopened
rails,4543,Accepted,0.5,2,13.23,0,1,5,2,Non-Reopened
rails,4333,Accepted,0.85,13,0.04,0,6,1,35,Non-Reopened
rails,26022,Accepted,0.86,1,0.51,0,1,2,6,Non-Reopened
rails,3528,Accepted,0.86,1,0.09,0,1,0,1,Non-Reopened
rails,21664,Accepted,0.86,1,1.35,0,1,13,2,Non-Reopened
rails,27030,Accepted,0.86,1,0.35,0,1,3,2,Non-Reopened
rails,8609,Accepted,0.87,3,0,0,1,24,5,Non-Reopened
rails,25986,Accepted,0.86,1,3.16,0,1,7,29,Non-Reopened
rails,21092,Rejected,0.65,2,4.77,0,0,12,2,Reopened
rails,27653,Rejected,0.5,1,0.97,2,0,1,1,Reopened
rails,17102,Rejected,0.81,8,282.02,0,0,315,53,Reopened
rails,28519,Rejected,0,0,0.12,5,0,0,0,Non-Reopened
rails,19230,Accepted,0.86,1,0.2,0,1,1,0,Non-Reopened
rails,334,Rejected,0.14,2,48.82,8,1,13,2,Non-Reopened
rails,16779,Rejected,0.6,7,959.03,0,1,3,31,Non-Reopened
rails,9878,Rejected,0.44,1,0.76,0,1,15,0,Non-Reopened
rails,20350,Rejected,0.7,3,0,0,0,20,0,Reopened
rails,5634,Rejected,0.38,4,172.12,8,2,56,6,Non-Reopened
rails,17140,Rejected,0.5,0,204.07,0,0,8,0,Non-Reopened
rails,22365,Rejected,0.6,7,48.65,0,0,111,6,Reopened
rails,18266,Accepted,0.75,6,0.1,0,1,1,12,Non-Reopened
rails,16434,Accepted,0.76,5,0.07,0,2,1,3,Non-Reopened
rails,338,Rejected,0.72,9,280.17,12,1,0,14,Non-Reopened
rails,27664,Accepted,0.79,1,0.04,0,1,1,1,Non-Reopened
rails,29385,Rejected,0.67,1,0.42,2,1,2,2,Non-Reopened
rails,22457,Accepted,0.4,0,4.07,0,0,1,0,Non-Reopened
rails,6791,Rejected,0.66,3,129.02,0,0,65,13,Reopened
rails,14468,Accepted,0.5,3,0.18,0,1,198,1,Non-Reopened
rails,1655,Rejected,0.14,3,0,0,1,0,0,Non-Reopened
rails,19973,Accepted,0.75,1,0.38,0,1,2,46,Non-Reopened
rails,1845,Rejected,0.76,1,5.4,5,11,8,15,Non-Reopened
rails,15328,Accepted,0.6,1,0.03,0,1,1,1,Non-Reopened
rails,10324,Accepted,0.75,1,0.02,0,1,23836,1,Non-Reopened
rails,27598,Accepted,0.33,2,0.9,0,2,18,1,Non-Reopened
rails,24662,Accepted,0.6,1,0.01,0,1,2,2,Non-Reopened
rails,24600,Accepted,0.88,0,0.7,0,0,0,0,Non-Reopened
rails,14312,Rejected,0.25,4,989.35,0,0,21,5,Reopened
rails,19981,Rejected,0.42,3,0.34,1,0,22,20,Reopened
rails,19948,Rejected,0.36,0,0.07,0,0,1,0,Non-Reopened
rails,18490,Accepted,0.73,0,0.01,0,0,0,0,Non-Reopened
rails,10670,Rejected,0.5,2,30.05,0,1,0,2,Non-Reopened
rails,24104,Accepted,0.79,2,0,0,1,3,3,Non-Reopened
rails,11846,Accepted,0.67,0,0.36,0,0,0,0,Non-Reopened
rails,23115,Rejected,0,552,0,0,808,1,1964,Non-Reopened
rails,21514,Accepted,0.92,2,0.01,0,1,2,2,Non-Reopened
rails,20378,Accepted,0.65,1,0.01,0,1,13,3,Non-Reopened
rails,25668,Rejected,0.86,2,0.02,2,0,4,4,Reopened
rails,24074,Rejected,0.65,1,0.02,0,0,1,1,Reopened
rails,9152,Accepted,0.22,1,2.05,0,1,3,0,Non-Reopened
rails,20835,Rejected,0.5,4,102.26,8,0,40,2,Reopened
rails,13175,Rejected,0.85,1,0.69,0,1,2,0,Non-Reopened
rails,10350,Rejected,0,1,0.03,0,0,1,1,Reopened
rails,15679,Rejected,0.79,1,0.84,0,0,19,1,Reopened
rails,20421,Accepted,0.79,2,0.02,0,1,0,8,Non-Reopened
rails,2789,Accepted,0.67,0,4.14,0,0,22,0,Non-Reopened
rails,7004,Accepted,0.67,0,0,0,0,49,0,Non-Reopened
rails,15658,Rejected,0.79,3,1.04,9,0,65,65,Reopened
rails,27842,Accepted,0.5,2,1.24,0,1,39,0,Non-Reopened
rails,24519,Accepted,0.66,1,1.24,0,1,8,8,Non-Reopened
rails,7439,Accepted,0.5,3,52.51,0,1,34,1,Non-Reopened
rails,19799,Accepted,0.74,2,2.08,0,1,1,5,Non-Reopened
rails,4685,Accepted,0.71,0,0.08,0,0,2,0,Non-Reopened
rails,21857,Accepted,0.75,1,0.94,0,1,8,5,Non-Reopened
rails,243,Rejected,0.76,5,0.03,0,1,0,2,Non-Reopened
rails,9818,Accepted,0.81,1,0.03,0,1,6,1,Non-Reopened
rails,3835,Rejected,0.25,2,0.56,2,2,3,7,Non-Reopened
rails,24318,Accepted,0.49,2,18.27,0,1,5,1,Non-Reopened
rails,17095,Rejected,0.11,2,0.82,0,1,0,1,Non-Reopened
rails,23771,Accepted,0.93,1,0.03,0,1,5,8,Non-Reopened
rails,2678,Accepted,0.6,2,18.86,0,2,12,4,Non-Reopened
rails,9244,Rejected,0.67,2,292.9,3,1,26,2,Non-Reopened
rails,25368,Accepted,0.84,0,0,0,0,0,0,Non-Reopened
rails,28084,Rejected,0,0,0.79,5,0,0,0,Non-Reopened
rails,10049,Rejected,0.78,1,0.01,1,0,1,1,Reopened
rails,15932,Rejected,0.25,3,10.96,3,0,17,1,Reopened
rails,13671,Accepted,0.86,1,0.17,0,1,7,13,Non-Reopened
rails,20471,Accepted,0.93,0,0.08,0,0,1,0,Non-Reopened
rails,12941,Rejected,0.6,1,0.66,0,1,2,6,Non-Reopened
rails,23206,Rejected,0.5,2,0,0,0,13,1,Reopened
rails,26328,Accepted,0.66,0,1.14,0,0,0,0,Non-Reopened
rails,25366,Accepted,0.86,1,0.19,0,1,19,1,Non-Reopened
rails,25777,Rejected,0.43,0,1.49,2,0,0,0,Non-Reopened
rails,17099,Accepted,0.66,7,0.12,0,1,19,12,Non-Reopened
rails,11826,Accepted,0.5,3,0.53,0,1,8,1,Non-Reopened
rails,16129,Accepted,0.85,3,4.95,0,1,7,0,Non-Reopened
rails,7755,Rejected,0,4,480.33,11,1,6,8,Non-Reopened
rails,3288,Rejected,0.71,0,6.96,0,0,0,0,Non-Reopened
rails,21961,Accepted,0.61,1,0,0,1,21,5,Non-Reopened
rails,2490,Accepted,0.67,2,180.56,0,1,31,5,Non-Reopened
rails,11881,Rejected,0,1,284.07,14,1,3,1,Non-Reopened
rails,6467,Accepted,0.5,0,0.09,0,0,1,0,Non-Reopened
rails,22037,Rejected,0.86,1,0.24,0,0,3,3,Reopened
rails,18716,Accepted,0.67,1,0.01,4,1,0,1,Non-Reopened
rails,18141,Rejected,0.38,0,1.44,4,0,0,0,Non-Reopened
rails,26449,Rejected,0.86,2,0.51,6,0,16,16,Reopened
rails,17109,Rejected,0.38,1,36.32,1,0,1,1,Reopened
rails,5343,Rejected,0.33,0,0.38,1,0,23,0,Non-Reopened
rails,22576,Rejected,0.46,1,0.23,2,1,2,11,Non-Reopened
rails,26988,Accepted,0.67,3,1.45,0,1,47,0,Non-Reopened
rails,1185,Rejected,0.86,1,0.2,1,1,12,1,Non-Reopened
rails,10675,Accepted,0.86,1,0.21,0,1,425,1,Non-Reopened
rails,10775,Accepted,0.87,1,0.22,0,1,13,5,Non-Reopened
rails,16225,Rejected,0.53,12,0.01,1,15,16,13,Non-Reopened
rails,25051,Rejected,0.52,1,14.32,3,0,1,1,Reopened
rails,6191,Accepted,0.86,1,0.1,0,1,1,1,Non-Reopened
rails,8256,Accepted,0.33,1,1.16,0,1,13,3,Non-Reopened
rails,18140,Rejected,0.6,1,0.02,1,1,0,5,Non-Reopened
rails,20915,Accepted,0.79,3,0.04,0,1,17,0,Non-Reopened
rails,20828,Rejected,0.67,4,0.53,0,0,58,13,Reopened
rails,15857,Accepted,0.88,1,0.04,0,1,1,14,Non-Reopened
rails,5794,Rejected,0.9,1,0.04,0,1,0,4,Non-Reopened
rails,11337,Accepted,0.86,3,0,0,2,1,12,Non-Reopened
rails,16643,Rejected,0.29,1,0.12,0,1,0,1,Non-Reopened
rails,16992,Accepted,0.48,4,172.33,0,1,1,17,Non-Reopened
rails,22189,Accepted,0.86,2,0.24,0,1,6,24,Non-Reopened
rails,24764,Accepted,0.43,1,0.27,0,1,185,140,Non-Reopened
rails,11045,Accepted,0.29,0,0.03,0,0,0,0,Non-Reopened
rails,15932,Rejected,0.25,3,10.96,3,0,17,1,Reopened
rails,15684,Rejected,0.6,1,0.08,1,0,15,0,Reopened
rails,3659,Rejected,0,0,0.11,1,0,2,0,Non-Reopened
rails,16037,Accepted,0.84,3,1.08,0,1,51,11,Non-Reopened
rails,4417,Accepted,0.66,0,0,0,0,9,0,Non-Reopened
rails,19461,Accepted,0.66,1,0,0,1,0,1,Non-Reopened
rails,5639,Rejected,0.5,5,1.8,0,1,1,9,Non-Reopened
rails,10830,Rejected,0.45,2,0.58,3,0,33,1,Reopened
rails,13695,Rejected,0,3,0.02,1,1,18,13,Non-Reopened
rails,26589,Accepted,0.66,0,0.07,0,0,0,0,Non-Reopened
rails,11032,Accepted,0.76,337,0.29,0,21,29,66,Non-Reopened
rails,28750,Accepted,0.5,1,0.04,0,1,2,2,Non-Reopened
rails,9065,Accepted,0.5,2,708.05,0,1,89,1,Non-Reopened
rails,2213,Accepted,0.67,2,0,0,2,0,1,Non-Reopened
rails,21704,Accepted,0.92,1,0.04,0,1,18,8,Non-Reopened
rails,14732,Accepted,0.82,4,0.09,0,1,26,5,Non-Reopened
rails,22511,Rejected,0.82,2,4.1,0,0,36,17,Reopened
rails,24178,Rejected,0.65,3,36.41,9,0,25,0,Reopened
rails,13948,Rejected,0.5,8,0.08,2,0,84,1,Reopened
rails,21847,Rejected,0,2,11.31,0,0,96,1,Reopened
rails,19148,Accepted,0.74,1,0.01,0,1,35,1,Non-Reopened
rails,25020,Rejected,0.43,1,0.09,2,0,17,11,Reopened
rails,4803,Accepted,0.33,0,0.02,0,0,0,0,Non-Reopened
rails,1556,Accepted,0.4,0,0.01,0,0,8,0,Non-Reopened
rails,3486,Rejected,0.56,0,15.53,1,0,0,0,Non-Reopened
rails,16062,Accepted,0.84,6,43.5,0,1,2,6,Non-Reopened
rails,21807,Accepted,0.92,3,0.06,0,1,3,3,Non-Reopened
rails,2611,Accepted,0.5,0,1.83,0,0,4,0,Non-Reopened
rails,3821,Rejected,0.43,1,0.81,0,0,0,0,Reopened
rails,13761,Rejected,0.62,2,0.68,11,0,11,0,Reopened
rails,2452,Rejected,0.77,1,2.95,0,1,2,1,Non-Reopened
rails,27257,Accepted,0.9,1,0.03,0,1,1,1,Non-Reopened
rails,11910,Accepted,0.5,1,0.42,0,1,14,1,Non-Reopened
rails,3019,Rejected,0,1,0.03,7,1,21,0,Non-Reopened
rails,10690,Accepted,0.81,1,599.83,0,1,1,7,Non-Reopened
rails,6941,Rejected,0.33,1,7.58,9,1,13,1,Non-Reopened
rails,23330,Accepted,0.86,1,0.07,0,1,14,0,Non-Reopened
rails,13711,Rejected,0,3,583.47,1,1,6,5,Non-Reopened
