pr_project,pr_id,First Status,Reputation,Changed file,Evaluation time,Nb Comments,Nb Commits,LC added,LC deleted,classes
rails,28914,Rejected,0.49,4,0.68,0,0,33,3,Reopened
rails,27089,Accepted,0.5,4,1,0,1,51,12,Non-Reopened
rails,1186,Accepted,0.5,1,64.12,0,1,3,7,Non-Reopened
rails,12281,Accepted,0.81,1,3.56,0,1,5,0,Non-Reopened
rails,22203,Accepted,0.75,1,0.1,0,1,15,2,Non-Reopened
rails,20262,Accepted,0.86,8,4.78,0,1,12,60,Non-Reopened
rails,28086,Rejected,0.84,620,0.01,0,685,13924,8692,Non-Reopened
rails,11987,Accepted,0.81,1,31.71,0,1,0,5,Non-Reopened
rails,27096,Rejected,0,3,0,0,2,15,0,Non-Reopened
rails,6452,Accepted,0.83,7,0.12,0,2,41,50,Non-Reopened
rails,19836,Rejected,0,1,1.12,1,0,1,1,Reopened
rails,16597,Accepted,0.6,1,0.01,0,1,1,2,Non-Reopened
rails,12750,Accepted,0.86,3,0.01,0,1,12,15,Non-Reopened
rails,19494,Rejected,0,0,0.05,0,0,0,0,Non-Reopened
rails,13368,Rejected,0.2,1,0,0,0,1,1,Reopened
rails,5453,Accepted,0.47,2,62.21,0,1,11,2,Non-Reopened
rails,391,Accepted,0.4,0,0.05,0,0,10,0,Non-Reopened
rails,8053,Accepted,0.83,3,0.15,0,1,0,1,Non-Reopened
rails,17416,Accepted,0.88,2,0,0,1,145,10,Non-Reopened
rails,19341,Rejected,0.87,3,131.21,4,0,7,13,Reopened
rails,20857,Rejected,0.79,2,1.74,3,1,0,4,Non-Reopened
rails,10473,Rejected,0.62,0,0.2,4,0,1,0,Non-Reopened
rails,7765,Accepted,0.38,3,15.89,0,1,0,4,Non-Reopened
rails,13403,Rejected,0.82,1,0.01,2,1,4,3,Non-Reopened
rails,4721,Accepted,0.55,0,0.01,0,0,1,0,Non-Reopened
rails,6075,Accepted,0.86,1,0.02,0,1,98,1,Non-Reopened
rails,15450,Rejected,0.6,2,0.82,0,0,7,7,Reopened
rails,22533,Rejected,0,4,0.1,3,1,20,3,Non-Reopened
rails,8323,Accepted,0.86,1,0,0,1,1,0,Non-Reopened
rails,26402,Accepted,0.8,1,22.87,0,1,0,30,Non-Reopened
rails,11226,Accepted,0.87,3,0,0,1,0,15,Non-Reopened
rails,4377,Accepted,0.9,6,0,0,1,65,15,Non-Reopened
rails,20429,Accepted,0.79,3,0.91,0,1,31,33,Non-Reopened
rails,12046,Rejected,0,1,0,0,1,1,10,Non-Reopened
rails,9180,Rejected,0.57,621,0.03,1,1377,6,19522,Non-Reopened
rails,25821,Rejected,0.49,3,3.92,10,0,51,4,Reopened
rails,21394,Rejected,0,3,0.83,1,0,10,6,Reopened
rails,4282,Accepted,0.55,6,0.91,0,1,0,9,Non-Reopened
rails,17107,Accepted,0.77,6,0,0,1,5,7,Non-Reopened
rails,24302,Rejected,0.74,1,218.51,9,1,2,2,Non-Reopened
rails,27393,Accepted,0.67,1,0.04,0,1,6,0,Non-Reopened
rails,206,Rejected,0.4,0,0.73,0,0,33,0,Non-Reopened
rails,17728,Accepted,0.5,1,2.26,0,2,11,3,Non-Reopened
rails,27945,Accepted,0.3,3,0.05,0,1,16,1,Non-Reopened
rails,18270,Accepted,0.86,1,0,0,1,1,1,Non-Reopened
rails,6171,Accepted,0.6,1,7.45,0,1,42,3,Non-Reopened
rails,15669,Rejected,0.6,1,5.06,21,1,11,3,Non-Reopened
rails,16357,Accepted,0.63,4,455.36,0,1,5,8,Non-Reopened
rails,20032,Accepted,0.58,0,0.02,0,0,163,0,Non-Reopened
rails,25821,Rejected,0.49,3,3.92,10,0,51,4,Reopened
rails,14564,Accepted,0.6,1,0.69,0,1,25,5,Non-Reopened
rails,19717,Rejected,0.79,2,0.01,1,0,5,0,Reopened
rails,19493,Accepted,0.75,1,0.02,0,1,0,0,Non-Reopened
rails,11661,Rejected,0.86,1,0,0,0,0,2,Reopened
rails,19611,Rejected,0.13,0,0.17,0,0,14,0,Non-Reopened
rails,9185,Rejected,0.88,1,0.15,1,0,2,2,Reopened
rails,21386,Rejected,0.92,4,0.1,0,0,0,4,Reopened
rails,27221,Accepted,0.5,1,0.03,0,1,0,1,Non-Reopened
rails,5139,Accepted,0.86,2,0.07,0,1,7,17,Non-Reopened
rails,18128,Rejected,0.33,1,0.64,0,1,42,0,Non-Reopened
rails,13524,Rejected,0.33,2,0.01,0,0,6,6,Reopened
rails,18713,Rejected,0.33,0,0.02,1,0,0,0,Reopened
rails,21940,Rejected,0.33,0,342.05,0,0,16,0,Non-Reopened
rails,155,Rejected,0,0,0.45,0,0,0,0,Non-Reopened
rails,6245,Rejected,0.66,4,177.32,0,0,24,3,Reopened
rails,4487,Accepted,0.33,7,0.63,0,1,19,3,Non-Reopened
rails,16026,Accepted,0.85,3,0.06,0,1,16,1,Non-Reopened
rails,27611,Rejected,0.81,13,43.6,0,25,592,490,Non-Reopened
rails,19934,Rejected,0.4,1,0,1,1,0,1,Non-Reopened
rails,16000,Accepted,0.84,1,0.04,0,1,37,0,Non-Reopened
rails,14137,Accepted,0.67,3,82.52,0,1,1,1,Non-Reopened
rails,10755,Accepted,0.5,1,2.87,0,1,5,0,Non-Reopened
rails,22921,Accepted,0.86,1,0.9,0,1,1,0,Non-Reopened
rails,20835,Rejected,0.5,4,102.26,8,0,40,2,Reopened
rails,13119,Rejected,0.67,0,0.11,1,0,0,0,Reopened
rails,96,Rejected,0,3,5.12,0,2,10,3,Non-Reopened
rails,10469,Rejected,0.72,2,215.02,0,1,14,5,Non-Reopened
rails,23570,Accepted,0.55,2,8.66,0,1,7,8,Non-Reopened
rails,24196,Rejected,0.33,1,8.62,0,0,4,2,Reopened
rails,1542,Rejected,0.33,1,0.13,2,0,2,1,Reopened
rails,6547,Rejected,0.84,0,0.33,3,0,33,0,Non-Reopened
rails,10169,Rejected,0.17,5,1236.79,0,1,13,2,Non-Reopened
rails,15362,Rejected,0.22,2,0.23,1,1,0,1,Non-Reopened
rails,13524,Rejected,0.33,2,0.01,0,0,6,6,Reopened
rails,27191,Rejected,0.32,3,80.5,7,0,337,0,Reopened
rails,9331,Rejected,0.81,1,0.03,0,0,10,0,Reopened
rails,20269,Rejected,0.33,2,0.01,0,0,5,4,Reopened
rails,19094,Accepted,0.5,3,95.02,0,3,34,2,Non-Reopened
rails,23106,Rejected,0.64,2,195.99,0,1,2,10,Non-Reopened
rails,11742,Rejected,0.3,9,3.98,0,0,89,130,Reopened
rails,24255,Rejected,0.6,2,0.04,2,1,53,0,Non-Reopened
rails,22275,Accepted,0.5,0,54.56,0,0,14,0,Non-Reopened
rails,6440,Accepted,0.67,0,0,0,0,13,0,Non-Reopened
rails,13765,Accepted,0.81,1,0.09,0,1,1,4,Non-Reopened
rails,25020,Rejected,0.43,1,0.09,2,0,17,11,Reopened
rails,17083,Rejected,0.42,0,1.03,0,0,0,0,Reopened
rails,16260,Rejected,0.79,1,1.1,1,0,1,2,Reopened
rails,9495,Accepted,0.8,0,0,0,0,22,0,Non-Reopened
rails,20372,Rejected,0.65,2,0.03,1,0,6,6,Reopened
rails,12962,Accepted,0.86,1,1.59,0,1,2,1,Non-Reopened
rails,2596,Accepted,0.67,0,0.8,0,0,9,0,Non-Reopened
rails,1465,Rejected,0.2,0,0,0,0,0,0,Non-Reopened
rails,12383,Accepted,0.33,0,1.96,0,0,0,0,Non-Reopened
rails,16306,Accepted,0.6,1,7.41,0,1,11,8,Non-Reopened
rails,3270,Accepted,0.81,1,0.03,0,1,2,1,Non-Reopened
rails,14839,Rejected,0,1,0,2,1,5,0,Non-Reopened
rails,10173,Accepted,0.87,3,5.39,0,1,1,1,Non-Reopened
rails,185,Rejected,0.14,2,77.07,3,1,1,1,Non-Reopened
rails,14615,Rejected,0.4,0,13.39,1,0,0,0,Non-Reopened
rails,21856,Rejected,0.69,3,11.18,2,1,3,1,Non-Reopened
rails,29122,Accepted,0.9,1,0.34,0,1,3,3,Non-Reopened
rails,11770,Accepted,0.5,1,181.76,0,1,1,2,Non-Reopened
rails,2757,Accepted,0.5,6,9.02,0,4,1,7,Non-Reopened
rails,258,Rejected,0.76,47,0.02,1,0,182,52,Reopened
rails,2714,Accepted,0.87,3,0,0,1,4,15,Non-Reopened
rails,19443,Rejected,0.5,1,0.04,0,0,1,0,Reopened
rails,19180,Accepted,0.65,1,2.69,0,1,100,0,Non-Reopened
rails,9901,Accepted,0.78,5,0.01,0,1,0,5,Non-Reopened
rails,4590,Rejected,0.19,0,0.25,0,0,57,0,Non-Reopened
rails,133,Rejected,0.38,2,0.04,0,1,44,0,Non-Reopened
rails,17050,Rejected,0.74,1,213.12,6,1,18,0,Non-Reopened
rails,25329,Accepted,0.77,1,0.83,0,1,1,1,Non-Reopened
rails,8379,Accepted,0.86,4,1.73,0,1,0,347,Non-Reopened
rails,21156,Accepted,0.74,1,0.01,0,1,0,8,Non-Reopened
rails,25253,Rejected,0,2,0.14,1,1,19,0,Non-Reopened
rails,28341,Rejected,0.8,3,1.49,0,0,6,4,Reopened
rails,16704,Rejected,0.75,1,0.01,1,0,1,1,Reopened
rails,6082,Accepted,0.71,0,0.01,0,0,0,0,Non-Reopened
rails,28640,Accepted,0.86,5,18.97,0,1,70,54,Non-Reopened
rails,13998,Accepted,0.67,0,0.06,0,0,27,0,Non-Reopened
rails,12062,Accepted,0.76,5,0.63,0,1,275,19,Non-Reopened
rails,21318,Accepted,0.77,2,10.61,0,1,103,3,Non-Reopened
rails,26211,Rejected,0,1,0.13,6,0,0,2,Reopened
rails,3683,Accepted,0.71,2,0,0,1,5,1,Non-Reopened
rails,15722,Rejected,0.79,8,0.01,1,0,11,11,Reopened
rails,13220,Rejected,0,5,52.47,0,1,0,3,Non-Reopened
rails,14293,Rejected,0.4,5,0.44,4,2,5,3,Non-Reopened
rails,8247,Accepted,0.5,2,0,0,1,4,0,Non-Reopened
rails,16804,Accepted,0.5,0,0,0,0,16,0,Non-Reopened
rails,21027,Rejected,0,0,0,0,0,3,0,Non-Reopened
rails,6032,Accepted,0.9,3,1.97,0,1,17,1,Non-Reopened
rails,24315,Rejected,0.79,3,4.05,0,0,34,1,Reopened
rails,19415,Accepted,0.72,5,0.01,0,1,4,7,Non-Reopened
rails,13538,Accepted,0.79,1,0.02,0,1,2,0,Non-Reopened
rails,11408,Rejected,0.11,3,0.25,0,1,12,3,Non-Reopened
rails,27934,Rejected,0.33,2,9.45,0,1,11,14,Non-Reopened
rails,12398,Accepted,0.78,3,0.28,0,3,6,25,Non-Reopened
rails,4696,Accepted,0.85,1,0.21,0,1,0,2,Non-Reopened
rails,19680,Accepted,0.65,1,0.45,0,1,56,3,Non-Reopened
rails,7579,Rejected,0.52,1,1.99,4,1,0,4,Non-Reopened
rails,17113,Accepted,0.5,2,0.26,0,1,1,1,Non-Reopened
rails,6560,Accepted,0.55,0,0,0,0,0,0,Non-Reopened
rails,10151,Accepted,0.81,0,0.04,0,0,0,0,Non-Reopened
rails,23955,Accepted,0.69,1,0.23,0,1,1,3,Non-Reopened
rails,3843,Rejected,0.57,0,1.33,0,0,85,0,Non-Reopened
rails,17111,Rejected,0.4,1,419.43,12,0,2,1,Reopened
rails,2801,Accepted,0.5,0,31.96,0,0,0,0,Non-Reopened
rails,16550,Accepted,0.87,1,0,0,1,0,2,Non-Reopened
rails,3698,Rejected,0.43,0,46.46,7,0,109,0,Non-Reopened
rails,1924,Accepted,0.37,2,10.17,0,1,8,0,Non-Reopened
rails,10148,Accepted,0.78,1,0.29,0,1,0,6,Non-Reopened
rails,18439,Accepted,0.67,3,1.96,0,1,11,2,Non-Reopened
rails,2741,Accepted,0.79,6,0.22,0,1,3,6,Non-Reopened
rails,26161,Rejected,0.86,2,0.3,3,1,4,0,Non-Reopened
rails,9538,Accepted,0.87,8,2.22,0,2,6,37,Non-Reopened
rails,17646,Accepted,0.67,8,7.51,0,2,426,12,Non-Reopened
rails,15863,Rejected,0,4,0.04,1,1,8,6,Non-Reopened
rails,27720,Rejected,0.93,1,0.02,0,0,11,0,Reopened
rails,12201,Rejected,0.78,2,0,0,0,16,3,Reopened
rails,15992,Rejected,0.33,2,0,1,2,0,5,Non-Reopened
rails,8303,Accepted,0.33,0,62.66,0,0,5,0,Non-Reopened
rails,15658,Rejected,0.79,3,1.04,9,0,65,65,Reopened
rails,15648,Accepted,0.6,2,0,0,1,56,3,Non-Reopened
rails,21858,Accepted,0.61,1,16.88,0,1,5,3,Non-Reopened
rails,5130,Accepted,0.53,40,0.01,0,1,2,151,Non-Reopened
rails,12389,Accepted,0.78,4,60.59,3,1,30,31,Non-Reopened
rails,27152,Accepted,0.22,0,109.54,0,0,0,0,Non-Reopened
rails,15459,Accepted,0.79,1,0.29,0,1,3,0,Non-Reopened
rails,3473,Rejected,0,1,0.64,2,1,10,1,Non-Reopened
rails,13864,Accepted,0.67,1,0,0,1,52,1,Non-Reopened
rails,7656,Accepted,0.67,0,0.01,0,0,11,0,Non-Reopened
rails,3758,Rejected,0.4,16,28.57,0,0,474,188,Reopened
rails,20600,Rejected,0.8,2,106.99,0,0,6,7,Reopened
rails,19234,Accepted,0.65,1,0.03,0,1,11,1,Non-Reopened
rails,27541,Accepted,0.79,1,0.07,0,1,3,3,Non-Reopened
rails,20420,Rejected,0.78,7,139.95,14,0,91,11,Reopened
rails,12642,Accepted,0.18,0,0,0,0,78,0,Non-Reopened
rails,4428,Rejected,0,0,97.41,1,0,0,0,Reopened
rails,4654,Accepted,0.67,1,0.06,0,1,20,1,Non-Reopened
rails,4734,Rejected,0.4,2,3.16,3,1,8,2,Non-Reopened
rails,27016,Rejected,0,4,0,0,1,29,22,Non-Reopened
rails,22709,Rejected,0.82,1,0.88,6,0,1,1,Reopened
rails,19488,Accepted,0.74,1,0.15,0,1,1,1,Non-Reopened
rails,21100,Accepted,0.64,1,0.26,0,1,6,2,Non-Reopened
rails,6064,Accepted,0.55,0,7.95,0,0,0,0,Non-Reopened
rails,13254,Rejected,0,0,0.01,0,0,0,0,Reopened
rails,26625,Accepted,0.5,1,9.29,0,1,2,1,Non-Reopened
rails,11437,Accepted,0.81,3,0.01,0,1,0,1,Non-Reopened
rails,23791,Accepted,0.86,1,0.71,0,1,0,1,Non-Reopened
rails,17526,Accepted,0.58,2,0.44,0,1,0,0,Non-Reopened
rails,15842,Rejected,0,3,0.03,1,1,13,0,Non-Reopened
rails,7086,Rejected,0.33,1,0.02,2,1,97,0,Non-Reopened
rails,13400,Accepted,0.2,2,0,0,1,3,2,Non-Reopened
rails,20241,Rejected,0.33,32,0.15,0,0,62,64,Reopened
rails,25668,Rejected,0.86,2,0.02,2,0,4,4,Reopened
rails,6723,Rejected,0,757,0,0,867,0,12582,Non-Reopened
rails,13295,Rejected,0.67,0,1,3,0,79,0,Non-Reopened
rails,532,Accepted,0.79,1,0.03,0,1,0,4,Non-Reopened
rails,20801,Rejected,0,1,25.5,6,1,1,1,Non-Reopened
rails,25851,Accepted,0.93,1,0,0,1,2,2,Non-Reopened
rails,25611,Accepted,0.8,1,0,0,1,16,16,Non-Reopened
rails,13992,Rejected,0.64,1,0,2,1,3,1,Non-Reopened
rails,16361,Accepted,0.73,1,0.03,0,1,56,15,Non-Reopened
rails,18322,Accepted,0.77,4,17.31,0,1,2,23,Non-Reopened
rails,23654,Accepted,0.86,14,0.12,0,1,37,14,Non-Reopened
rails,2079,Rejected,0,2,288.28,3,1,15,1,Non-Reopened
rails,8278,Rejected,0,0,0.03,0,0,6,0,Non-Reopened
rails,26113,Accepted,0.86,2,1.8,0,1,2,2,Non-Reopened
rails,21900,Accepted,0.86,1,0.01,0,1,5,1,Non-Reopened
rails,15774,Rejected,0,3,577.54,0,3,16,5,Non-Reopened
rails,5144,Accepted,0.87,2,0.9,0,1,92,3,Non-Reopened
rails,5,Rejected,0,0,9.97,0,0,0,0,Non-Reopened
rails,16478,Rejected,0,0,328.92,3,0,7,0,Non-Reopened
rails,7069,Rejected,0,2,38.34,8,1,82,6,Non-Reopened
rails,4859,Rejected,0,2,137.67,4,3,6,0,Non-Reopened
rails,3827,Rejected,0.43,0,1.72,0,0,1,0,Non-Reopened
rails,27311,Accepted,0.93,1,0.11,0,1,0,1,Non-Reopened
rails,14777,Rejected,0.84,0,0.05,7,0,0,0,Non-Reopened
rails,13957,Rejected,0.35,3,0.3,5,1,16,3,Non-Reopened
rails,17306,Rejected,0.69,1,1.78,2,1,13,3,Non-Reopened
rails,20260,Rejected,0.83,1,0.08,0,0,1,1,Reopened
rails,5682,Rejected,0.85,2,0,0,1,1,1,Non-Reopened
rails,91,Rejected,0.43,2,0.85,0,1,3,1,Non-Reopened
rails,25992,Accepted,0.91,4,0,0,1,0,81,Non-Reopened
rails,19700,Accepted,0.5,1,0,0,1,22,1,Non-Reopened
rails,27613,Accepted,0.86,1,1.24,0,1,3,0,Non-Reopened
rails,9208,Accepted,0.64,8,0.67,0,1,56,14,Non-Reopened
rails,24252,Rejected,0,1,0.39,0,3,11,7,Non-Reopened
rails,17909,Accepted,0.78,1,0.03,0,1,4,1,Non-Reopened
rails,6722,Rejected,0.5,2,63.16,0,0,22,4,Reopened
rails,5455,Rejected,0,3,65.16,0,1,0,2,Non-Reopened
rails,16156,Accepted,0.66,1,0.38,0,1,19,1,Non-Reopened
rails,14872,Accepted,0.82,1,1.06,0,1,2,6,Non-Reopened
rails,26219,Accepted,0.86,2,0.02,0,1,0,9,Non-Reopened
rails,8170,Accepted,0.86,1,0.12,0,1,10,2,Non-Reopened
rails,8821,Accepted,0.75,0,1.86,0,0,26,0,Non-Reopened
rails,25847,Rejected,0,3,10.1,3,1,31,3,Non-Reopened
rails,11767,Accepted,0.74,0,0,0,0,5,0,Non-Reopened
rails,7548,Accepted,0.77,0,2.09,0,0,6,0,Non-Reopened
rails,9653,Accepted,0.72,1,0,0,1,40,5,Non-Reopened
rails,9531,Accepted,0.33,1,0,0,1,192,1,Non-Reopened
rails,27339,Accepted,0.68,1,4.88,0,1,1,0,Non-Reopened
rails,6530,Rejected,0.67,466,0.01,2,765,47,2143,Non-Reopened
rails,2515,Rejected,0,2,228.39,3,1,27,2,Non-Reopened
rails,20557,Rejected,0.71,1,0.02,1,0,4,4,Reopened
rails,13010,Accepted,0.86,1,0.05,0,1,1,21,Non-Reopened
rails,13418,Accepted,0.6,1,0.09,0,1,4,1,Non-Reopened
rails,2698,Rejected,0,2,248.77,8,1,4,1,Non-Reopened
rails,23281,Accepted,0.33,1,0.01,0,1,37,3,Non-Reopened
rails,23976,Rejected,0.43,7,1.25,0,0,23,19,Reopened
rails,7167,Accepted,0.67,1,0.01,0,1,0,0,Non-Reopened
rails,6684,Rejected,0.25,3,5.28,4,1,3,26,Non-Reopened
rails,5968,Accepted,0.76,2,0.01,0,1,1,3,Non-Reopened
rails,21684,Accepted,0.72,1,1.31,0,1,4,6,Non-Reopened
rails,19986,Accepted,0.25,1,0.43,0,1,3,1,Non-Reopened
rails,27730,Accepted,0.78,1,2.87,0,1,8,0,Non-Reopened
rails,24638,Accepted,0.59,1,0,0,1,1,1,Non-Reopened
rails,13571,Rejected,0.5,1,38.48,3,0,32,17,Reopened
rails,10716,Rejected,0.22,7,1.54,0,7,0,41,Non-Reopened
rails,9052,Rejected,0,4,0.54,3,0,153,1,Reopened
rails,22239,Rejected,0.17,6,0.03,0,1,81,1,Non-Reopened
rails,14325,Accepted,0.79,3,0.14,0,1,8,1,Non-Reopened
rails,24510,Rejected,0.78,5,378.03,0,0,37,19,Reopened
rails,14157,Rejected,0,2,500.3,0,0,29,3,Reopened
rails,20412,Rejected,0.7,7,0.39,9,1,35,25,Non-Reopened
rails,15924,Accepted,0.84,9,0.09,0,1,1,13,Non-Reopened
rails,6670,Rejected,0.45,6,6.73,0,1,4,12,Non-Reopened
rails,3568,Accepted,0.63,2,0,0,1,35,1,Non-Reopened
rails,20228,Accepted,0.73,1,0.01,0,1,9,1,Non-Reopened
rails,2036,Accepted,0.5,2,310.46,0,1,37,4,Non-Reopened
rails,13761,Rejected,0.62,2,0.68,11,0,11,0,Reopened
rails,2794,Rejected,0.5,2,0,1,2,39,3,Non-Reopened
rails,18579,Accepted,0.86,1,0.27,0,1,33,1,Non-Reopened
rails,22272,Rejected,0.93,1,11.62,3,0,0,3,Reopened
rails,11030,Accepted,0.67,3,0.68,0,1,5,5,Non-Reopened
rails,14962,Rejected,0.86,4,15.5,0,0,81,78,Reopened
rails,4383,Rejected,0.67,1,1.94,1,1,31,2,Non-Reopened
rails,25415,Rejected,0.59,1,0.26,0,0,6,0,Reopened
rails,29209,Accepted,0.8,1,0.02,0,1,2,1,Non-Reopened
rails,23234,Rejected,0.4,0,8.25,0,0,65,0,Non-Reopened
rails,23205,Rejected,0.86,2,0,0,1,14,1,Non-Reopened
rails,12771,Accepted,0.66,1,2.05,0,1,0,4,Non-Reopened
rails,3449,Accepted,0.86,1,0.01,0,1,20,1,Non-Reopened
rails,2664,Rejected,0,2,217.08,0,0,7,1,Reopened
rails,14440,Rejected,0.83,2,2.22,0,0,96,92,Reopened
rails,19443,Rejected,0.5,1,0.04,0,0,1,0,Reopened
rails,7302,Accepted,0.29,0,0.28,0,0,41,0,Non-Reopened
rails,15723,Rejected,0.79,2,0,1,0,3,3,Reopened
rails,2955,Accepted,0.57,0,116.6,0,0,25,0,Non-Reopened
rails,11584,Rejected,0.8,1,0,1,0,1,1,Reopened
rails,13414,Accepted,0.5,3,27.91,0,3,0,29,Non-Reopened
rails,15038,Rejected,0.55,0,0,0,0,1,0,Non-Reopened
rails,20055,Accepted,0.78,2,0,0,1,0,2,Non-Reopened
rails,244,Rejected,0.76,5,0.55,0,2,0,3,Non-Reopened
rails,23040,Accepted,0.85,2,0.09,0,1,12,7,Non-Reopened
rails,320,Rejected,0.14,2,1.03,4,0,18,0,Reopened
rails,27093,Rejected,0.5,3,0.01,3,1,13,1,Non-Reopened
rails,12796,Rejected,0.3,5,66.78,0,0,34,5,Reopened
rails,7716,Accepted,0.86,2,62.31,0,1,0,1,Non-Reopened
rails,27750,Rejected,0.6,2,0.05,3,0,12,1,Reopened
rails,10111,Accepted,0.79,0,0,0,0,3,0,Non-Reopened
rails,15661,Rejected,0.61,3,0.01,4,1,47,6,Non-Reopened
rails,13038,Accepted,0.5,2,2.92,0,1,38,0,Non-Reopened
rails,20933,Rejected,0.25,6,1.7,0,0,413,12,Reopened
rails,354,Rejected,0.33,0,2.61,4,0,0,0,Non-Reopened
rails,8281,Rejected,0.55,4,0,1,1,0,0,Non-Reopened
rails,19650,Accepted,0.65,1,0.43,0,1,27,1,Non-Reopened
rails,4980,Rejected,0.4,3,90.92,0,1,3,1,Non-Reopened
rails,22825,Rejected,0.5,15,56.72,0,22,8,62,Non-Reopened
rails,3361,Rejected,0.5,0,53.83,1,0,3,0,Non-Reopened
rails,8532,Accepted,0.6,0,0.06,0,0,0,0,Non-Reopened
rails,29499,Accepted,0.9,1,0.7,0,1,3,3,Non-Reopened
rails,17755,Accepted,0.64,2,0.34,0,2,1,0,Non-Reopened
rails,11129,Rejected,0.5,5,0.04,0,0,38,3,Reopened
rails,4421,Rejected,0,0,0.16,6,0,5,0,Non-Reopened
rails,20913,Rejected,0.25,4,1.54,4,1,56,2,Non-Reopened
rails,4386,Rejected,0.76,6,0.99,1,1,0,31,Non-Reopened
rails,19586,Rejected,0.66,2,1.16,0,0,18,1,Reopened
rails,89,Rejected,0.29,0,0.01,0,0,17,0,Non-Reopened
rails,16891,Rejected,0.75,55,461.74,0,3,1,2671,Non-Reopened
rails,4085,Accepted,0.86,2,0.01,0,1,26,25,Non-Reopened
rails,28394,Rejected,0.6,31,9.62,6,0,96,96,Reopened
rails,22121,Accepted,0.75,0,0.04,0,0,41,0,Non-Reopened
rails,22729,Rejected,0.72,1,0,1,1,10,4,Non-Reopened
rails,21864,Rejected,0.71,2,0.23,0,0,3,2,Reopened
rails,14047,Accepted,0.76,2,0.02,0,1,31,2,Non-Reopened
rails,4275,Accepted,0.9,1,0.01,0,1,1,13,Non-Reopened
rails,7902,Accepted,0.61,1,0,0,1,21,1,Non-Reopened
rails,17258,Rejected,0,0,0.01,1,0,0,0,Non-Reopened
rails,5690,Accepted,0.92,1,0.42,0,1,0,1,Non-Reopened
rails,13119,Rejected,0.67,0,0.11,1,0,0,0,Reopened
rails,12295,Accepted,0.67,0,0.01,0,0,0,0,Non-Reopened
rails,21164,Rejected,0,30,0,1,1,0,170,Non-Reopened
rails,238,Rejected,0.86,2,20.62,2,4,145,8,Non-Reopened
rails,25961,Accepted,0.6,4,1.26,0,1,18,1,Non-Reopened
rails,10416,Accepted,0.79,0,0.23,2,0,28,0,Non-Reopened
rails,25904,Accepted,0.83,1,0.17,0,1,5,0,Non-Reopened
rails,2263,Accepted,0.66,0,0.07,0,0,0,0,Non-Reopened
rails,12107,Rejected,0.5,2,0.84,8,0,13,5,Reopened
rails,14649,Rejected,0,0,0.76,6,0,1,0,Non-Reopened
rails,9141,Accepted,0.67,0,61.46,0,0,0,0,Non-Reopened
rails,28115,Rejected,0.47,2,0.01,2,1,8,0,Non-Reopened
rails,26373,Accepted,0.93,1,0.05,0,1,1,0,Non-Reopened
rails,10698,Rejected,0.64,13,2.91,3,3,0,146,Non-Reopened
rails,20847,Accepted,0.38,1,0.03,0,1,36,61,Non-Reopened
rails,23089,Accepted,0.77,1,0.07,0,8,1,15,Non-Reopened
rails,12806,Accepted,0.78,1,0.66,0,1,0,30,Non-Reopened
rails,12157,Accepted,0.79,1,1.9,0,1,10,1,Non-Reopened
rails,18158,Accepted,0.5,1,0.05,0,1,12,0,Non-Reopened
rails,27696,Rejected,0,1,0,0,1,0,0,Non-Reopened
rails,15795,Accepted,0.5,3,0.21,0,1,47,3,Non-Reopened
rails,7721,Accepted,0.84,0,0.01,0,0,23,0,Non-Reopened
rails,19646,Rejected,0,0,2.1,1,0,14,0,Non-Reopened
rails,3248,Accepted,0.86,1,0.16,0,1,1,1,Non-Reopened
rails,1713,Accepted,0.67,0,0,0,0,35,0,Non-Reopened
rails,561,Rejected,0,9,147.93,5,1,15,11,Non-Reopened
rails,23610,Rejected,0.33,1,1.05,8,1,10,1,Non-Reopened
rails,11400,Accepted,0.8,1,0.03,0,1,0,1,Non-Reopened
rails,22096,Accepted,0.61,2,0.28,0,1,0,6,Non-Reopened
rails,23846,Accepted,0.93,3,1.77,0,1,5,11,Non-Reopened
rails,23239,Rejected,0.33,2,20.73,0,0,19,1,Reopened
rails,5958,Rejected,0.52,4,18.37,0,1,0,4,Non-Reopened
rails,12015,Accepted,0.78,1,1.41,0,1,0,0,Non-Reopened
rails,23591,Rejected,0.5,0,0.03,0,0,23,0,Non-Reopened
rails,13442,Rejected,0.6,1,0.71,1,0,11,16,Reopened
rails,2415,Rejected,0.76,6,0,1,1,15,7,Non-Reopened
rails,13699,Accepted,0.33,1,0.01,0,1,3,0,Non-Reopened
rails,2351,Rejected,0.67,0,0,0,0,2,0,Non-Reopened
rails,8750,Accepted,0.88,7,0.01,0,1,9,17,Non-Reopened
rails,24734,Rejected,0,1,0,1,1,11,16,Non-Reopened
rails,8459,Accepted,0.84,0,0.4,0,0,0,0,Non-Reopened
rails,11375,Accepted,0.63,2,0.03,0,1,13,3,Non-Reopened
rails,7963,Accepted,0.86,1,0.01,0,1,31,1,Non-Reopened
rails,5373,Accepted,0.92,2,0.44,0,1,13,3,Non-Reopened
rails,108,Rejected,0,2,74.11,0,1,290,3,Non-Reopened
rails,26511,Rejected,0.4,1,0.06,2,1,1,2,Non-Reopened
rails,13981,Accepted,0.83,5,0.23,0,1,1,4,Non-Reopened
rails,27799,Accepted,0.79,2,0.01,0,1,2,2,Non-Reopened
