fk_rails,pr_id,First_Status,FirstStatus,Reputation,Changed_file,Evaluation_time,Num_Comments_before_Closed,Num_commits_before_Closed,Num_lines_added,Num_lines_deleted,classes,Label
1,1874,0,Rejected,0.2,3,0.2,1,1,4,2,0,Non-Reopened
1,4435,0,Rejected,0,1,0.73,1,2,22,2,0,Non-Reopened
1,19222,1,Accepted,0.78,1,0,0,1,9,1,0,Non-Reopened
1,11383,1,Accepted,0.65,0,0,0,0,2,0,0,Non-Reopened
1,6919,1,Accepted,0.7,1,0.93,0,1,251,1,0,Non-Reopened
1,19543,1,Accepted,0.66,1,0.03,0,1,0,1,0,Non-Reopened
1,17338,1,Accepted,0.78,3,0.02,0,2,13,6,0,Non-Reopened
1,15503,1,Accepted,0.84,9,1.98,0,1,1,20,0,Non-Reopened
1,17151,1,Accepted,0.93,0,0.2,0,0,16,0,0,Non-Reopened
1,25092,1,Accepted,0.93,1,0.04,0,1,3,0,0,Non-Reopened
1,5654,0,Rejected,0.85,1,0,1,1,1,0,0,Non-Reopened
1,10586,1,Accepted,0.8,0,0.03,0,0,7,0,0,Non-Reopened
1,26380,1,Accepted,0.86,1,5.34,0,1,2,2,0,Non-Reopened
1,1299,0,Rejected,0.37,3,0.01,1,3,27,3,0,Non-Reopened
1,20699,1,Accepted,0.65,3,1.71,0,1,0,2,0,Non-Reopened
1,18216,0,Rejected,0,1,107.21,0,1,10,0,0,Non-Reopened
1,24171,1,Accepted,0.69,1,0.03,0,1,3,2,0,Non-Reopened
1,13543,0,Rejected,0.33,0,0.43,8,0,22,0,0,Non-Reopened
1,2225,1,Accepted,0.5,0,11.18,0,0,13,0,0,Non-Reopened
1,10534,1,Accepted,0.5,3,1.21,0,1,0,5,0,Non-Reopened
1,11973,1,Accepted,0.86,1,4.28,0,1,97,0,0,Non-Reopened
1,15566,1,Accepted,0.6,1,0,0,1,33,3,0,Non-Reopened
1,11880,1,Accepted,0.87,4,60.99,0,1,28,6,0,Non-Reopened
1,5361,0,Rejected,0.25,0,15.79,1,0,20,0,0,Non-Reopened
1,20594,1,Accepted,0.67,1,0.01,0,1,0,1,0,Non-Reopened
1,8727,1,Accepted,0.79,0,0,0,0,5,0,0,Non-Reopened
1,18040,1,Accepted,0.82,1,0.31,0,1,8,10,0,Non-Reopened
1,9945,1,Accepted,0.78,1,0.3,0,1,25,2,0,Non-Reopened
1,5689,0,Rejected,0.5,3,44.89,1,1,0,23,0,Non-Reopened
1,18090,1,Accepted,0.53,1,17.06,0,1,27,9,0,Non-Reopened
1,3238,0,Rejected,0,0,79.59,0,0,13,0,0,Non-Reopened
1,15347,1,Accepted,0.82,1,0.06,0,1,3,0,0,Non-Reopened
1,1378,1,Accepted,0.75,0,0.02,0,0,0,0,0,Non-Reopened
1,9521,0,Rejected,0,4,89.91,6,1,16,1,0,Non-Reopened
1,46,0,Rejected,0,0,1.99,0,0,13,0,0,Non-Reopened
1,16841,0,Rejected,0.6,3,8.13,0,1,33,13,0,Non-Reopened
1,20366,1,Accepted,0.61,1,0,0,1,0,1,0,Non-Reopened
1,8225,0,Rejected,0,3,1078.1,18,1,18,1,0,Non-Reopened
1,18459,1,Accepted,0.5,0,59.07,0,0,0,0,0,Non-Reopened
1,17238,0,Rejected,0.93,0,21.9,5,0,3,0,0,Non-Reopened
1,8715,1,Accepted,0.77,1,0.09,0,1,5,9,0,Non-Reopened
1,18614,1,Accepted,0.81,2,0.01,0,1,0,6,0,Non-Reopened
1,21375,1,Accepted,0.78,1,0.04,0,1,3,2,0,Non-Reopened
1,167,0,Rejected,0,0,22.54,0,0,151,0,0,Non-Reopened
1,26863,1,Accepted,0.72,1,0.72,0,1,6,1,0,Non-Reopened
1,23057,1,Accepted,0.68,5,17.91,0,1,59,3,0,Non-Reopened
1,23535,0,Rejected,0.59,2,0.01,1,1,8,5,0,Non-Reopened
1,17696,1,Accepted,0.86,5,302.98,0,2,0,9,0,Non-Reopened
1,7969,1,Accepted,0.87,1,1.7,0,2,22,5,0,Non-Reopened
1,22572,1,Accepted,0.86,1,0.6,0,1,3,2,0,Non-Reopened
1,14526,1,Accepted,0.78,3,0.02,0,1,37,8,0,Non-Reopened
1,26182,1,Accepted,0.66,4,7.61,0,1,59,94,0,Non-Reopened
1,16985,1,Accepted,0.81,1,2.25,0,1,0,0,0,Non-Reopened
1,26086,1,Accepted,0.93,1,0.01,0,1,2,0,0,Non-Reopened
1,19872,1,Accepted,0.5,1,0.12,0,1,10,1,0,Non-Reopened
1,16283,0,Rejected,0.81,2,0.35,1,1,0,24,0,Non-Reopened
1,10803,1,Accepted,0.79,3,0.03,0,1,91,18,0,Non-Reopened
1,26077,1,Accepted,0.86,76,0.04,0,1,4,90,0,Non-Reopened
1,6823,0,Rejected,0.6,2,0.12,0,1,6,2,0,Non-Reopened
1,2265,0,Rejected,0.4,0,0.01,1,0,6,0,0,Non-Reopened
1,19574,0,Rejected,0,1,0.01,0,1,6,15,0,Non-Reopened
1,4995,0,Rejected,0.5,19,149.1,2,16,0,339,0,Non-Reopened
1,2595,1,Accepted,0.72,1,0.93,0,1,0,0,0,Non-Reopened
1,11666,1,Accepted,0.86,1,6.09,0,1,0,3,0,Non-Reopened
1,3611,1,Accepted,0.66,0,0.15,0,0,0,0,0,Non-Reopened
1,18018,1,Accepted,0.84,1,0,0,1,42,1,0,Non-Reopened
1,20464,1,Accepted,0.92,10,0.09,0,1,3,309,0,Non-Reopened
1,12769,1,Accepted,0.5,3,88.52,0,1,0,2,0,Non-Reopened
1,10301,1,Accepted,0.78,1,0.18,0,1,0,2,0,Non-Reopened
1,28272,1,Accepted,0.82,8,0.09,0,4,398,0,0,Non-Reopened
1,27732,0,Rejected,0,653,0.01,0,1015,12895,2528,0,Non-Reopened
1,2841,1,Accepted,0.33,0,0.38,0,0,37,0,0,Non-Reopened
1,13347,1,Accepted,0.76,4,0,0,1,25,0,0,Non-Reopened
1,3782,1,Accepted,0.86,1,491.24,0,1,0,1,0,Non-Reopened
1,8365,0,Rejected,0.72,5,0.32,0,2,75,8,0,Non-Reopened
1,212,0,Rejected,0,0,0.01,0,0,0,0,0,Non-Reopened
1,16231,1,Accepted,0.6,6,2.71,0,1,66,3,0,Non-Reopened
1,24601,1,Accepted,0.86,1,0.02,0,1,20,23,0,Non-Reopened
1,5532,1,Accepted,0.86,2,0.28,0,1,46,1,0,Non-Reopened
1,8722,1,Accepted,0.5,3,1.24,0,1,0,5,0,Non-Reopened
1,4014,1,Accepted,0.9,2,1.03,0,1,0,2,0,Non-Reopened
1,1649,1,Accepted,0.86,9,17.31,0,20,0,22,0,Non-Reopened
1,9158,0,Rejected,0,0,0,1,0,27,0,0,Non-Reopened
1,20272,0,Rejected,0.72,4,0.02,1,1,2,6,0,Non-Reopened
1,15386,1,Accepted,0.88,1,0.02,0,1,6,3,0,Non-Reopened
1,20079,1,Accepted,0.58,0,0.01,0,0,2,0,0,Non-Reopened
1,7986,1,Accepted,0.5,1,2.21,0,1,1,1,0,Non-Reopened
1,15883,0,Rejected,0,1,0,0,1,13,1,0,Non-Reopened
1,14815,0,Rejected,0.82,1,0.22,3,1,14,6,0,Non-Reopened
1,14061,1,Accepted,0.33,1,0,0,1,0,1,0,Non-Reopened
1,11628,0,Rejected,0.17,4,0.09,5,1,0,2,0,Non-Reopened
1,6305,1,Accepted,0.86,3,0.24,0,2,20,2,0,Non-Reopened
1,19055,1,Accepted,0.5,2,0.67,0,1,28,1,0,Non-Reopened
1,11111,0,Rejected,0.25,1,0.02,1,1,0,0,0,Non-Reopened
1,28534,1,Accepted,0.72,1,0.03,0,1,2,1,0,Non-Reopened
1,27328,1,Accepted,0.86,1,0.32,0,1,7,0,0,Non-Reopened
1,3003,0,Rejected,0.25,1,47.86,0,1,0,1,0,Non-Reopened
1,24453,1,Accepted,0.4,1,0,0,1,1,1,0,Non-Reopened
1,1830,1,Accepted,0.86,1,0.22,0,1,0,1,0,Non-Reopened
1,17330,1,Accepted,0.33,3,6.71,0,1,0,1,0,Non-Reopened
1,4863,1,Accepted,0.77,1,0,0,1,0,0,0,Non-Reopened
1,27115,1,Accepted,0.59,1,0,0,1,1,1,0,Non-Reopened
1,25867,1,Accepted,0.86,1,0.05,0,1,2,2,0,Non-Reopened
1,23174,1,Accepted,0.82,2,0.19,0,1,0,0,0,Non-Reopened
1,19511,1,Accepted,0.75,1,218.23,0,1,0,7,0,Non-Reopened
1,25361,1,Accepted,0.59,1,0.04,0,1,0,11,0,Non-Reopened
1,5263,0,Rejected,0.5,2,20.7,0,1,0,0,0,Non-Reopened
1,25194,1,Accepted,0.78,1,0.66,0,1,1,1,0,Non-Reopened
1,22677,0,Rejected,0.79,1,0.01,2,1,1,1,0,Non-Reopened
1,22290,1,Accepted,0.93,1,11.22,0,1,0,0,0,Non-Reopened
1,1969,1,Accepted,0.67,2,22.12,0,1,0,0,0,Non-Reopened
1,17828,1,Accepted,0.74,1,0.02,0,1,11,1,0,Non-Reopened
1,16277,0,Rejected,0.25,6,46.05,4,1,16,11,0,Non-Reopened
1,16562,1,Accepted,0.81,1,0.03,0,1,68,0,0,Non-Reopened
1,15966,0,Rejected,0,2,327.57,0,2,105,1,0,Non-Reopened
1,28255,1,Accepted,0.5,0,0.26,0,0,0,0,0,Non-Reopened
1,6141,1,Accepted,0.86,2,0,0,2,31,14,0,Non-Reopened
1,2607,1,Accepted,0.79,1,3.11,0,1,1,0,0,Non-Reopened
1,20010,1,Accepted,0.76,1,0,0,1,7,1,0,Non-Reopened
1,21920,0,Rejected,0,2,0,3,1,5,1,0,Non-Reopened
1,16187,1,Accepted,0.67,1,0.02,0,2,62,2,0,Non-Reopened
1,13281,1,Accepted,0.63,1,0.06,0,1,15,1,0,Non-Reopened
1,28615,0,Rejected,0.33,1,26.54,4,1,18,0,0,Non-Reopened
