pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Num_Comments_before_Closed,Num_commits_before_Closed,Num_lines_added,Num_lines_deleted,classes
6501,0,0.69,10,0.55,0,1,83,77,0
13162,1,0.63,70,0.41,0,1,81,140,0
18292,0,0,1,0.01,2,1,3,5,0
22400,0,0,1,0.02,0,1,1,1,0
14633,0,0.63,2,0.23,0,1,25,0,0
339,0,0.63,2,3.28,0,6,208,1,0
21544,1,0,2,0,0,2,38,2,0
14028,0,0.77,1,0.81,2,0,37,11,1
19113,1,0.83,1,0.01,0,1,2,2,0
3289,0,0.52,0,1.88,0,0,0,0,0
18741,1,0.52,2,0,0,2,14,2,0
16297,1,0.68,0,17.79,7,0,0,0,0
14053,0,0,2,0.01,0,0,176,1,1
4865,1,0.77,3,0.7,0,1,26,9,0
21108,1,0.33,15,4.67,0,2,349,28,0
18992,0,0.3,1,0.79,0,2,13,2,0
16189,1,0.89,2,0.01,0,1,86,1,0
10665,0,0.17,1,0.13,0,1,1,0,0
8611,0,0.67,1,2.69,0,1,4,0,0
4058,1,0.67,0,0.36,0,0,0,0,0
10738,0,0.5,4,0,0,1,17,10,0
871,0,0.69,28,0.15,0,2,783,232,0
421,1,0.88,0,0.02,4,0,0,0,1
12493,0,0.9,1,0.08,0,1,1,1,0
21640,1,0.14,3,0,0,3,36,11,0
14091,1,0.54,4,2.65,0,1,0,28,0
2897,1,0.67,1,0.13,0,1,1,1,0
5455,0,0.79,1,50.42,0,2,24,0,0
13540,0,0.89,0,0,0,0,0,0,0
4721,1,0.89,1,0.01,0,1,10,1,0
9846,0,0.38,2,0.07,0,1,16,3,0
9245,1,0.17,0,0.01,0,0,0,0,0
17203,0,0.1,43,166.98,0,1,482,360,0
11314,1,0.78,1,18.73,0,1,1,1,0
2007,1,0.5,1,2.91,0,1,2,2,0
20223,0,0,2,20.96,10,0,27,0,1
848,1,0.37,0,0.02,2,0,0,0,1
7227,0,0.23,119,22.18,0,14,91,5865,0
13398,1,0.4,100,38.75,0,1,372,227,0
19722,0,0.25,3,0.07,0,1,12,19,0
19127,0,0.67,1,0.51,0,1,5,4,0
20264,0,0.25,7,72.97,0,1,63,0,0
3580,1,0.64,0,2.83,0,0,0,0,0
6934,1,0.4,0,0.04,0,0,0,0,0
1032,1,0.79,2,23.61,0,2,24,2,0
18496,1,0.64,2,4.51,0,2,17,33,0
18837,1,0.6,1,1.93,0,1,1,4,0
14698,0,0.52,3,0.32,0,1,14,12,0
5705,1,0.41,0,18.88,6,0,0,0,0
8038,1,0.83,3,5.07,0,1,2,6,0
14606,0,0.88,2,0.17,0,1,2,2,0
22809,0,0.37,3,1.57,0,1,2,150,0
4139,1,0.9,6,3.82,6,2,74,63,0
16090,0,0.89,2,2.4,0,1,12,1,0
1933,0,0.63,0,2.95,0,0,0,0,0
17022,0,0.77,4,19.15,0,0,89,1,1
11569,0,0,3,21.98,0,0,75,2,1
2031,1,0,0,19.81,0,0,0,0,0
9436,0,0.13,2,0.39,0,1,37,37,0
14365,1,0.88,3,30.64,0,1,23,43,0
19176,0,0,4,0.09,0,0,23,8,1
22422,0,0.88,5,4.97,0,1,22,4,0
18753,0,0.88,3,7.71,3,1,7,7,0
9867,0,0.71,0,0.08,0,0,0,0,0
1290,0,0.5,0,1.75,3,0,0,0,1
23241,1,0.87,4,0.71,0,1,12,15,0
809,1,0.65,1,0.18,0,2,15,10,0
12723,0,0.9,2,0.93,0,3,5,1,0
634,1,0.64,214,155.01,29,0,5631,981,1
17761,0,0.77,0,14.79,3,0,0,0,1
21561,1,0.2,25,0.88,0,1,334,270,0
8621,0,0.78,0,0.02,1,0,0,0,0
15981,0,0,1,0.06,0,1,9,8,0
7637,1,0,1,0,0,0,1,1,1
19083,1,0.14,0,0.26,0,0,0,0,0
21357,1,0.77,8,15.03,3,5,223,26,0
14216,0,0.18,1,0.24,0,1,1,1,0
4561,1,0.34,1,0.62,0,1,1,0,0
1053,1,0.83,1,0.43,0,1,1,1,0
19798,0,0.64,1,0.01,0,1,1,1,0
5170,0,0,0,0,2,0,0,0,1
9588,0,0.83,0,0.03,0,0,0,0,0
9820,0,0.33,4,277.86,13,1,59,10,0
7258,0,0,1381,9.89,0,1421,40473,11623,0
13309,1,0.87,0,17.23,0,0,0,0,0
5756,0,0,0,4.18,0,0,0,0,1
1682,0,0.62,1,0,0,1,19,3,0
3358,1,0.33,1,0.4,0,1,1,1,0
16202,1,0.53,1,99.95,2,2,4,1,0
9119,1,0.76,7,5.87,0,1,259,4,0
7990,1,0.55,2,0.58,0,4,28,1,0
17519,0,0,3,0.01,0,1,2,5,0
6015,0,0.36,0,4.6,0,0,0,0,0
6202,0,0.45,1,4.96,0,1,1,1,0
9345,0,0.66,2,0.93,2,0,29,0,1
16416,0,0.88,1,2.08,0,2,3,1,0
12781,0,0.83,0,0.08,0,0,0,0,1
13437,1,0.68,38,1.15,2,1,152,0,0
11533,1,0,0,0.66,0,0,0,0,0
5757,1,0.78,0,4.14,0,0,0,0,1
17855,1,0.54,0,0.28,0,0,0,0,0
12673,0,0.9,1,0.08,0,1,1,2,0
13629,0,0.83,0,0,0,0,0,0,1
15903,0,0,811,0,0,374,2094,38033,0
2750,1,0.33,3,1.42,0,3,14,2,0
5688,0,0,3,0.32,0,2,35,26,0
11510,0,0.33,2,15.23,9,11,94,10,0
9452,1,0.5,2,52.57,0,0,47,0,1
5193,1,0,1,0.03,0,1,1,1,0
10837,0,0.69,1,0.01,1,1,12,0,0
20787,0,0.78,2,7.01,3,0,22,0,1
15919,0,0.87,1,2.31,0,1,3,0,0
23045,0,0.83,1,0.05,0,1,6,1,0
1544,1,0.73,2,0.68,0,1,89,11,0
5602,1,0.67,2,2.69,0,1,1,8,0
4526,1,0.61,4,0.52,0,1,4,4,0
7423,0,0.4,1,0.01,0,1,3,3,0
13135,0,0.63,32,2.88,0,1,180,180,0
16642,0,0.78,2,6.36,0,1,63,1,0
7436,1,0,0,0.01,0,0,0,0,1
